artist_name,track_name,release_date,genre,value
Mighty Clouds of Joy,Mighty High,1975,gospel,"Take a load off your mind Ride the mighty glory Listen to my story Ride the mighty high  Take a load off your mind Ride the mighty glory Listen to my story Ride the mighty high  Take a load off your feet Hear what I'm saying Hear what I'm saying It will set your mind at ease  I was just a man A lonely man indeed God took all my troubles Yes He did, He set me free  Take a load off your mind Ride the mighty glory Listen to my story Ride the mighty high  Take a load off your mind Ride the mighty glory Listen to my story Ride the mighty high  He led me to discover The man that I could be Let Him be your leader He's so good He'll set you free  Listen to my story Listen to my plea Let Him be your leader He will end your misery  Take a load off your mind Ride the mighty glory Listen to my story Ride the mighty high  Take a load off your mind Ride the mighty glory Listen to my story Ride the mighty high  Come on and ride the mighty high Come on and ride the mighty high Come on and ride the mighty high Come on and ride the mighty high  Take a load off your mind Ride the mighty glory Listen to my story Ride the mighty high  Take a load off your mind Ride the mighty glory Listen to my story Ride the mighty high  Come on and ride the mighty high Come on and ride the mighty high Come on and ride the mighty high Come on and ride the mighty high  Take a load off your mind Ride the mighty glory Listen to my story Ride the mighty high  Take a load off your mind Ride the mighty glory Listen to my story Ride the mighty high  Come on and ride the mighty high Come on and ride the mighty high Come on and ride the mighty high Come on and ride the mighty high"
Rance Allen Group,Something About the Name Jesus,2004,gospel,"Hallelujah, young people There's nothing wrong with dancing for Jesus But we can't forget where we come from So if don't mind, let's have a little church right now  Something about the name Jesus Something about the name Jesus It is the sweetest name, I know  Oh, how I love the name Jesus Oh, how I love the name Jesus It is the sweetest name, I know  Some people say I'm crazy but I can't explain The power that I feel when I call Your name (When I call Your name)  Said it's just like fire, shut up in my bones The holy ghost is moving And it just won't leave me alone  Something about the name Jesus Something about the name Jesus It is the sweetest name, I know  Oh, how I love the name Jesus Oh, how I love the name Jesus It is the sweetest name, I know  Said it's sweeter than honey from the honeycomb I can feel the holy ghost moving It won't leave me alone at the name Jesus  Every need has got to bow (Got to bow) So you don't have to wait 'til the fire come You go on shout and praise Him, do it now  Something about the name Jesus Something about the name Jesus It is the sweetest name, I know  Oh, how I love the name Jesus Oh, how I love the name Jesus It is the sweetest name, I know"
Walter Hawkins,Goin' Up Yonder,1975,gospel,"If you want to know Where I'm going? Where I'm going, soon  If anybody ask you Where I'm going Where I'm going soon  I'm goin' up yonder I'm goin' up yonder I'm goin' up yonder To be with my Lord  I can take the pain The heartaches they bring The comfort in knowing I'll soon be gone  As God gives me grace I'll run this race Until I see my Savior Face to face  I'm goin' up yonder I'm goin' up yonder I'm goin' up yonder To be with my Lord  I'm goin' up yonder I'm goin' up yonder I'm goin' up yonder To be with my Lord"
Tramaine Hawkins,Changed,1994,gospel,"A change, a change has come over me He changed my life and now I'm free Tramaine is coming at this time  A change, a change has come over me He changed my life and now I'm free He washed away all my sins and He made me whole He washed me white as snow (No)  He changed My life complete And now I sit I sit at His feet To do What must be done I'll work and work Until He comes  A wonderful change (A wonderful, a wonderful change) Has come over me A wonderful change (Wonderful change) Has come over me  Lord, He changed (Changed) My life complete (Changed) And now I sit (Changed) I sit at my Savior's feet (I'm so glad He changed me) To do (Changed) What must be done (Changed) I'm gonna work and work (Changed) Until my Savior comes, yeah (I'm so glad He changed me)  A wonderful change (A change; a wonderful, wonderful change) Has come over me A wonderful change (A wonderful change) Has come over me (Yeah, Lord)  (Changed) My life complete (Changed) And now I sit (Changed) I sit at my Saviors feet (I'm so glad He changed me) To do (Changed) I'm gonna do what must be done (Changed) I'm gonna work and work and work and work (Changed) Until my Savior, oh (I'm so glad He changed me)  He changed (Changed) Lord, He changed (Changed) Yeah, He changed (Changed) I'm so very glad He came (I'm so glad He changed me) He changed my world (Changed) He changed my tone (Changed) He changed my heart (Changed) He would change, change my heart (I'm so glad He changed me) He changed me (Changed) I'm so glad He changed (Changed) Woo, He changed (Changed) Ah, I'm so glad (I'm so glad He changed me) I'm not what I want to be (Changed) I'm not what I used to be (Changed) I'm not the same thing (Changed) Say, Lord, I'm so glad, woo (I'm so glad He changed me) I'm blown away (Changed) And Jesus, a powerful name (Changed) I'm cryin', I'm on the floor now (Changed) Yeah, yeah, woo (I'm so glad He changed me)  Changed (Changed) Ooh (Changed) Woo, yeah (Changed) Ah-ah-ah-ah, woo-hoo (I'm so glad He changed me) Changed (Changed) Changed (Changed) Woo, changed (Changed) There's no one that can do it like Christ did, oh (I'm so glad He changed me) Changed (Changed) Woo, changed (Changed) Woo-hoo, changed (Changed) God, woo (I'm so glad He changed me) Changed (Changed) Ah, He changed me (Changed) Yeah, He changed me (Changed) Yeah, oh-oh (I'm so glad He changed me) Changed (Changed) I am not the same (Changed) Woo, changed (Changed) Yeah, Lord (I'm so glad He changed me) Changed (Changed) Woo, changed (Changed) Yeah, changed (Changed) Yeah (I'm so glad He changed me) Woo (Changed) Lord, changed (Changed) Yeah (Changed) Mmm (I'm so glad He changed me)  A wonderful change (A wonderful, wonderful change) Has come over me A wonderful change (A wonderful change) Has come over me"
Dottie Peoples,He's an On Time God,1994,gospel,"He's an on time God, Yes he is Oh......... On time God...... Yes he is Job said He may not come when you want him But He'll Be there right on time I'll tell ya he's an On time God, yes he is  You can ask the children of Israel, trapped at the red sea, by that mean old Pharoah, and his army. They had water all around them, and Pharoah on their track. From out of nowhere, God stepped in and cut a highway, just like that, now let me tell you he's an...  You can ask the five thousand, hungry souls he fed, on the banks of the river, with two fish and five loaves of bread, what a miracle, he performed for the multitude, Oh what he did, way back then he'll do today for me and you  He's on time On Time"
Mississippi Mass Choir,Near the Cross,1989,gospel,"Jesus keep me near the cross There's a precious fountain Free to all a healing stream Flows from Calvary's mountain Near the cross I watch, I watch and wait Hoping and trusting ever 'Til I reach that gold, gold, gold, golden strand It's just beyond the river In the cross (in) In the cross be my glory ever 'Til my, my, my, my, my raptured soul 'Til my raptured soul shall find One of these days I will find rest Rest beyond the river In the cross (in) In the cross be my glory ever ('til my raptured) 'Til my raptured ('til my raptured) 'Til my raptured soul shall find Rest beyond the river He'll give me wonderful rest He'll give me sanctified rest He'll give me glorious rest He'll give me everlasting rest Rest, He'll give me rest Rest, He'll give me rest Rest, He'll give me rest Rest, He'll give me rest He'll give me wonderful rest He'll give me sanctified rest He'll give me glorious rest He'll give me everlasting rest Rest, He'll give me rest Rest, He'll give me glorious rest Rest, He'll give me rest He'll give me sanctified rest Rest, He'll give me rest He'll give me glorious rest Rest, He'll give me rest He'll give me everlasting rest Rest, rest Rest, rest Rest, rest Rest, rest Rest, rest Rest, rest Rest, rest Rest, rest Rest beyond the river"
Brooklyn Tabernacle Choir,Total Praise,1999,gospel,"Lord, I will lift My eyes to the hills Knowing my help Is coming from You Your peace You give me In time of the storm You are the source of my strength You are the strength of my life I lift my hands in total praise to You Lord, I will lift My eyes to the hills Knowing my help Is coming from You Your peace You give me In time of the storm You are the source of my strength You are the strength of my life I lift my hands in total praise to You You are the source of my strength You are the strength of my life I lift my hands in total praise to You Amen (A-a-a-men, A-a-a-a-men) Amen (A-a-a-men, A-a-a-a-men) Amen (A-a-a-men, A-a-a-a-men) Amen (A-a-a-men, A-a-a-a-men) You are the source of my strength You are the strength of my life I lift my hands in total praise to You Amen (A-a-a-men, A-a-a-a-men) Amen (A-a-a-men, A-a-a-a-men) Amen (A-a-a-men, A-a-a-a-men) Amen (A-a-a-men, A-a-a-a-men)"
Gaither Vocal Band,Because He Lives,2009,gospel,"How sweet to hold a newborn baby And feel the pride and joy that he gives Oh but greater still, the calm assurance We can face uncertain days because He lives  Because He lives, I can face tomorrow Because He lives, all fear is gone Because I know He holds the future And life is worth a living just because He lives  And then one day I'll cross that river I'll fight life's final war with pain And then as death gives way to victory I'll see the lights of glory and I know He reigns  He lives, He lives"
Lynda Randle,God on the Mountain,2005,gospel,"Life is easy, when you're up on the mountain And you've got peace of mind, like you've never known But things change when you're down in the valley Don't lose faith, for you're never alone For the God on the mountain, is still God in the valley When things go wrong, He'll make them right And the God of the good times, is still God in the bad times The God of the day is still God in the night You talk of faith when you're up on the mountain But talk comes so easy when life's at it's best Now it's down in the valleys, of trials and temptations That's where your faith, is really put to the test For the God on the mountain is still God in the valley When things go wrong, He'll make them right And the God of the good times, is still God in the bad times The God of the day, is still God in the night The God of the day, is still God in the night"
Jason Nelson,Forever,2018,gospel,"Tell somebody 'forever is a long time But God loves you that long  God says I'll be committed to you I'll never leave you Nothing in this world could make me Walk away No matter what lies may bring I'll be by your side No matter what you face You won't be lonely  Because forever is a long time That's how long I'll love you That's how long I'll love you Forever Forever is a long time That's how long I'll love you That's how long I'll love you Forever  No matter what life may bring I'll be by your side No matter what you face You won't be lonely And this is my promise to you My love is everlasting You can count on me To be there always  Forever is a long time And that's how long I'll love you That's how long I'll love you Forever Somebody needs to know forever is a long time And that's how long I'll love you That's how long I'll love you Forever  Forever is a long time And that's how long I'll love you I'm gonna always be right there That's how long I'll love you Forever  So hear me, you got to know that I will No matter what life may bring I'm gonna always be by your side However long You got to know through the thick and thin Even through your ups and your downs You can count on me Forever  Yeah, I'm committed to you And I will never forsake you You got me for the rest of your life Forever  Forever is a long time That's how long I'll love you That's how long I'll love you Forever Forever is a long time And that's how long I'll love you That's how long Forever  I'm forever committed to you Forever committed to you God says 'I'm gonna be right there' No matter what your life brings I'm gonna be by your side Said I'm gonna be by your side I'm gonna be by your side God says 'I'm gonna be by your side' When you're crying I'm right by your side In the midst of your pain I'm right by your side Even when you sin I'm right by your side  Forever is a long time That's how long I'll love you That's how long I'll love you Forever Forever is a long time And that's how long I'll love you That's how long Forever  Forever is a long time That's how long I'll love you That's how long I'll love you Forever Forever is a long time And that's how long I'll love you That's how long Forever  Said I'm committed to you I'm committed to you I'm committed to you Oh, forever The Lord says I'm committed to you I'm committed to you You got my word, I'm committed to you Forever One more time I'm committed to you Forever and ever and ever Forever and ever and ever Forever  Let me tell you forever and ever and ever Let me tell you forever and ever and ever Let me tell you forever and ever and ever Somebody hear the Lord say Forever and ever and ever Forever and ever and ever Forever and ever and ever Forever  That's how long I'll love you  Forever is a long time That's how long I'll love you That's how long I'll love you Forever"
Jonathan McReynolds,Make Room,2018,gospel,"I find space for what I treasure I make time for what I want I choose my priorities and Jesus you're my number one So I will make room for you I will prepare for two So you don't feel that you Can't live here, please live in me I find space for what I treasure I make time for what I want I choose my priorities and Jesus you're my number one Yes, Jesus you're my number So I will make room for you I will prepare for two So you don't feel that you Can't live here, please live in me I will make room for you I will prepare for two So you don't feel that you Can't live here, please live in me Live in me yeah Please live in me God I will make room for you My will (You can move that over) My way (You can move that over) My ego (You can move that over) My plans (You can move that over) My schedule (You can move that over) My itinerary (You can move that over) See I, I will make room for you My habits (You can move that over) My attitude (You can move that over) Whatever it is (You can move that over) That's not like you (You can move that over) Whatever it is (You can move that over) You can move it over (You can move that over) Oh, see I will make room, yeah Whatever it is (You can move that over) That's in your way (You can move that over) Whatever it is (You can move that over) If it takes your space (You can move that over) See whatever it is (You can move that over) Oh, I don't want it there (You can move that over) Oh, see I will make room I wanna seek you first (You can move that over) Get the odd things out the way (You can move that over) I wanna seek you first (You can move that over) Move it all out the way (You can move that over) See whatever it is (You can move that over) Lord, I just want you (You can move that over) Oh, so I will make room, yeah See whatever it is (You can move that over) You can move it all (You can move that over) Please just move it all (You can move that over) Help me move it all (You can move that over) Jesus I (You can move that over) I just want you know (You can move that over) That I will make room I find space for what I treasure I make time for what I want I choose my priorities and Jesus you're my number one"
Travis Greene,Intentional,2015,gospel,"All things are working for my good, yeah 'Cause He's intentional Never failing I know that all things are working for my good, yeah He's intentional Never failing All things are working (all things are working for my good) 'Cause He's intentional (He's intentional) Hey, and He's never failing (never failing) All things are working for my good (all things are working for my good) He's intentional (He's intentional) He's never failing (never failing) All things are working (all things are working for my good) All things are working for my good, yes they are, yeah (all things are working for my good) All things are working for my good (all things are working for my good) All things are working for my good (all things are working for my good) 'Cause He's intentional (He's intentional) 'Cause He's intentional (He's intentional) Never failing (never failing) He, He's intentional, thank you God 'Cause He's intentional (He's intentional) Never failing (never failing) Say it again, say that all things are working for my good Yes, they are, He's intentional, yeah, never failing Say that all things are working (all things are working for my good) 'Cause He's intentional (He's intentional) Hey, and He's never failing (never failing) And all things are working for my good (all things are working for my good) all things are working for my good (All things are working for my good) all things are working for my good (All things are working for my good) alright, hands up, sing We can smile 'cause we know it's working Through the hurt and the pain I know it's working for my good I know it's working for my good This what what I don't have to worry 'cause It's working for me, yeah It's working for me, yeah And I believe it's working for me I can smile again And I don't have to worry 'cause It's working for me It's working for me It's working for me Come on sing that I will say that I don't have to worry 'cause (It's working for me yeah) It's working for me (It's working for me) and I can hold my head up (It's working for me) get your confidence back Sing I don't have to worry (I don't have to worry 'cause it's working for me) My faith is rising now (it's working for me) And although I can't see how (it's working for me) I know that He's intentional (He's intentional) Yes, He is (He's intentional) He's been doing it for a long time (He's intentional) He's been doing it for a long time (He's intentional) And I'll be giving my trust now (He's intentional) I'll be giving my praise now (He's intentional) He's intentional (He's intentional) And He's never failing (never failing)"
Jekalyn Carr,You're Bigger,2016,gospel,"You're bigger than the universe You're bigger than the sun and the stars You're bigger than the things, oh That can tear me apart You're bigger than the universe You're bigger than the sun and the stars You're bigger than the things, oh my, oh my That can tear me apart For I know You're great in all the earth For I know You're great in all the earth, earth You're bigger Mmm, mmm You're bigger than, the problems I've faced You're bigger than, the disasters that I've seen You're bigger, you're so much bigger, Jesus Than what this life may bring Oh, Lord You're bigger than the universe, yes You are You're bigger than the sun and the stars You're bigger than the things, bigger than the things That can tear me apart, oh , sing For I know, (for I know) You're so great, You're so great (great in all the earth) For I know, (for I know) You're great (great in all the earth) oh, the earth You're bigger, bigger, bigger Bigger, bigger, bigger, bigger, bigger You're bigger, Jesus Bigger than anything I've seen Bigger, bigger, oh yeah You're bigger, yes You are (You're bigger) You're bigger, Jesus (You're bigger) Your bigger than any marital problem (You're bigger) You're bigger than any broken home (You're bigger) You're bigger than life, Jesus (You're bigger) You're even bigger than negativity (You're bigger) Oh, You're bigger, You're bigger, yes You are (You're bigger) Oh, You're bigger, Lord (You're bigger) Bigger than HIV Bigger than cancer, Jesus You're bigger than diabetes The stripes on you back makes You bigger The stripes on Your back They make You bigger They make You bigger Your blood makes You bigger You love makes You bigger You overcame death And that makes You bigger That makes you bigger You ought to open up your mouth right here And begin to show God tonight Tell him, you're bigger, yes you are Lord (You're bigger) You're bigger, Jesus (You're bigger) You're bigger than identity confusion (You're bigger) You're bigger than our mistakes (You're bigger) Your love, Your love, Your love makes you bigger (You're bigger) Bigger than any financial problem (You're bigger) We declare You're bigger than our current situations (You're bigger) Oh, You're bigger Bigger, You're bigger For I know You're great in all the earth For I know You're great in all the earth For I know (for I know You're great in all the earth) earth You're bigger Oh, you're bigger, Jesus You ought to open up your mouth and tell him tonight You're bigger, Jesus There is nothing too big for You There is nothing too big for You You're bigger, You're bigger You're bigger, You're bigger He doesn't care what the doctor says Who's report will you believe? Who's report will you believe? He's so much bigger God understands And He knows exactly what you're experiencing But through it all, all He wants to know is If you can declare tonight You're bigger than that, You're bigger than that You're bigger than that, Jesus I put it all in your hands I put it all in your hands You won't leave me hanging You won't leave me hanging He's here to carry you tonight He's here to lift your burden He's here to lift your burden 'Cause I'm bigger that that I'm bigger that that I'm bigger that that So much bigger that that I don't care what it looks like I'm bigger that that I don't care what the devil says I'm bigger that that I'm bigger that that Anytime, because I know the devil And I know he's an opposer So he's not gonna tell me the truth So anytime the devil tells me I'm not something I always say, I am that Anytime the devil tells me I am something I always say, I'm not that I know that God is bigger, yeah, yeah, yeah For I know, You're great in all the world For I know, You're great in all the world"
