artist_name,track_name,release_date,genre,value
Kirk Franklin,Stomp,1997,gospel,"Lately, I've been going through some things that's really got me down I need someone, somebody, to help me come and turn my life around I can't explain it I can't obtain it Jesus, your love is so, it's so amazing It gets me high, up to the sky And when I think about your goodness, it makes me want to Stomp Makes me clap my hands, makes me want to dance and Stomp My brother, can't you see? I got the victory Stomp When I think about the goodness and the fullness of god Make me thankful, pity to be hateful than grateful The lord brought me through this far Tryin' to be cute when I praise him Raise'em high, I keep it live, beat bumpin' Keep ya' jumpin', make the lord feel somethin' Ain't no shame in my game, god's property Came to get wit' kirk, ain't no stoppin' me, Now stomp G.P. Are you with me? Oh yeah, we having church, we ain't going nowhere I promise the stomp, the whole stomp, nothing but the stomp It ain't over, it ain't over! Stomp"
Yolanda Adams,The Battle Is the Lord's,1993,gospel,"There is no pain Jesus can't feel No hurt He cannot heal All things work according to His perfect will No matter what you're going through Remember God is using You For the battle is not yours, it's the Lord's  There's no sadness Jesus can't feel And there is no sorrow that He cannot heal For all things work according to the Master's holy will No matter what you're going through Remember that God is only using you For this battle is not yours, it's the Lord's  It's the Lord's, yes, it's the Lord's Hold your head up high Don't your fret, it's the Lord's It's the Lord's, yes, it's the Lord's  No matter what you're going through Remember that God only wants to use you No matter what you happen to go through right now Remember that in the midst of it all God only wants to use you  No matter what it is, you're going through Hold your head up, stick your chest out And remember He's using you For this battle is not yours alone This battle is not yours, no You cannot handle it all by yourself, no, no, no, no, no, no This battle is not yours, the Lord is the only one who can fight it He wants to use you as His vessel so be open to Him This battle is not yours, it's the Lord's"
Donnie McClurkin,Stand,1996,gospel,"What do you do When you've done all you can And it seems like it's never enough? And what do you say When your friends turn away And you're all alone? Tell me, what do you give When you've given your all And it seems like You can't make it through?  Well you just stand When there's nothing left to do You just stand Watch the lord see you through Yes after you done all you can You just stand  Tell me How do you handle the guilt of your past? Tell me, how do you deal with the shame? And how can you smile While your heart has been broken And filled with pain? Tell me what do you give When you've given your all Seems like you can't make it through?  Child you just stand When there's nothing left to do You just stand Watch the Lord see you through  Yes, after you've done all you can You just stand  Stand and be sure Be not entangled in that bondage again You just stand, and endure God has a purpose Yes, God has a plan  Tell me what do you do When you've done all you can And it seems like you can't make it through Child you just stand You just stand Stand ( 2x's) Don't you dare give up (You Just) Through the storm (Stand), Stand through the rain (Stand) Through the hurt (Stand), jet through the pain (You just) Don't you bow (stand), and don't bend (Stand) Don't give up (Stand) , no, don't give in (You just) Hold on, (Stand) just be strong (Stand) God will step in (Stand), and it won't be long (You just)  After you done all you can (After you done all you can) After you done all you can (After you done all you can) After you gone through the hurt (After you done all you can) After you gone through the pain (After the yo done all you can) After you gone through the storm (After you done all you can) After you gone through the rain (After you done all you can)  Prayed and cried (2x's) (After you done all you can) Prayed and you've cry(After you done all you can) Prayed and cry  After you done all you can you just stand"
CeCe Winans,Alabaster Box,1999,gospel,"The room grew still as she made her way to Jesus She stumbles through the tears that made her blind She felt such pain, some spoke in anger Heard folks whisper, There's no place here for her kind Still on she came through the shame that flushed her face Until at last, she knelt before His feet And though she spoke no words, everything she said was heard As she poured her love for the Master, from her box of alabaster  And I've come to pour my praise on Him Like oil from Mary's alabaster box Don't be angry if I wash His feet with my tears And I dry them with my hair You weren't there the night He found me You did not feel what I felt When He wrapped His love all around me and You don't know the cost of the oil In my alabaster box  I can't forget the way life used to be I was a prisoner to the sin that had me bound And I spent my days, poured my life without measure Into a little treasure box I'd thought I'd found Until the day when Jesus came to me And healed my soul with the wonder of His touch So now I'm giving back to Him all the praise He's worthy of I've been forgiven and that's why I love Him so much  And I've come to pour my praise on Him Like oil from Mary's alabaster box Don't be angry if I wash His feet with my tears And dry them with my hair, my hair You weren't there the night Jesus found me You did not feel what I felt When He wrapped His loving arms around me and You don't know the cost of the oil Oh, you don't know the cost of my praise You don't know the cost of the oil In my alabaster box Oh"
Marvin Sapp,Never Would Have Made It,2007,gospel,"Never would have made it Never could have made it without You I would have lost it all But now I see how You were there for me  And I can say Never would have made it Never could have made it Without You  I would have lost it all But I now I see How You were there for me And I can say  I'm stronger, I'm wiser I'm better, much better  When I look back Over all You brought me through I can see that You were the One I held on to  And I never, never would have made it (Never would have made it) Oh, I never could have made it (Never could have made it without You)  Oh, I would have lost it all Oh, but now I see How You were there for me  I never (Never would have made it) No, I never (Never could have made it without You)  I would've lost my mind A long time ago If it had not been for You I'm  I am stronger (I am stronger I am wiser (I am wiser)  And now I am better (I am better) So much better (Much better)  I made it Through my storm and my test Because You were there To carry me through my mess  I am stronger (I am stronger I am wiser (I am wiser)  I am better (I am better) Anybody better (Much better)  I can stand here and tell You I made it Anybody out there That You made it  I'm stronger (I'm stronger) I am wiser (I'm wiser)  I'm better (I'm better) Much better (Much better)  I made it (I made it) I made it (I made it)  I made it (I made it) I made it (I made it)  Never would have made it (Never would have made it) Never could have made (Never could have made it without You)  I would have lost my mind I would have gave up But You were right there You were right there  I never (Never would have made it) Oh, I never (Never could have made it without You)  Somebody just Need to testify this tonight Next to them Tell them  I am stronger, I am wiser I am better, much better  When I look back Over what He brought me through I realize that I made it Because I had You to hold on to  Now I am stronger, now I am wiser I am better, so much better  I've made it Is there anybody in this house other than me That could declare You made it Tell Your neighbor  Never would have made it (Never would have made it) Tell em never could have made it (Never could have made it without You)  Oh, I wish I had some help here I wish I had just two or three people That would just declare it  Never would have made it (Never would have made it) Never could have made it (Never could have made it without You)  I just, I just love to encourage myself Sometime I look in the mirror and say  I'm stronger, I'm wiser I am better, so much better  When I look back over What He brought me through I realize that I made it Because I had You to hold on to  But I never would have made it I never could have made it without You Yeah, yeah, yeah, lawdy Oh, I good God, Almighty  Never would have made it (Never would have made it) Never could have made it (Never could have made it without You)  Sing it one more time All I need is just one more time Everybody sing with me  Never would have made it Oh Never could have made it without You"
Fred Hammond,No Weapon,1996,gospel,"No weapon formed against me shall prosper, it wont work No weapon formed against me shall prosper, it wont work Say, No weapon formed against me shall prosper, it wont work Say, No weapon formed against me shall prosper, it wont work, yea  God will do what He said He would do He will stand by His word and He will come through, yeah God will do what He said He would do He will stand by His word and He will come through  No weapon formed against me shall prosper, it wont work No weapon formed against me shall prosper, it wont work  God will do what He said He would do Hes not a man that He should lie, He will come through Said, God will do what He said He would do He will stand by His word and He will come through  Oh I wont be afraid of the arrows by day From the hand of my enemy I can stand my ground with the Lord on my side For the snares they have set will not succeed, hey  No weapon formed against me shall prosper, it wont work No weapon formed against me shall prosper, it wont work  For I know God will do what He said He's gonna do He will stand by His word, He will come through, yeah God will do what He said He's gonna do He will stand by His word, by His word, no, no way  No weapon formed against me shall prosper, it wont work No weapon formed against me shall prosper, it wont work  Dont be afraid of the arrows or the snares Set by your enemies if you believe it say, you There just ain't one, there just ain't one Although they've set a snare to trap you I want you to know it won't work oh no, no, no Oh it won't work, yeah"
Tasha Cobbs Leonard,Break Every Chain,2015,gospel,"There's an army rising up There's an army rising up There's an army rising up, yeah To break every chain, break every chain, break every chain (Woo) To break every chain, break every chain, break every chain  There is power (Come on) in the name of Jesus (Come on, you declaring) There is power in the name of Jesus (There is power) There is power (In the name) in the name of Jesus (We know where it is) To break every chain (Break every chain), break every chain (Break every chain), break every chain (Come on, say it to me, break every) To break every chain, break every chain, break every chain  There is power in the name of Jesus There is power in the name of Jesus There is power in the name of Jesus To break every chain, break every chain, break every chain To break every chain, break every chain, break every chain (Say there's an army)  There's an army rising up (Oh yeah) There's an army rising up (Yeah, there is an army, yeah) There's an army rising up (Break every chain) To break every chain (Break every chain), break every chain, break every chain (To break every) To break every chain (Break every chain), break every chain (Break every chain), break every chain (Somebody raise up your voices)  And you declare that the chains are broken The chains are broken (The chains are broken) The chains are broken (The chains are broken) The chains are broken (Yes, they are) The chains are broken  I hear the chains falling (Hey) I hear the chains falling (The chains are falling) I hear the chains falling (You gotta hear it) I hear the chain (I hear the chains falling) Hear it in the spirit I hear the chain (I hear the chains falling) It's loud in my ear I hear the chain (I hear the chains falling) I hear the chains falling"
Hezekiah Walker,Every Praise,2013,gospel,"Every praise is to our God Every word of worship, with one accord Every praise, every praise Is to our God Sing hallelujah to our God Glory hallelujah is due our God Every praise, every praise Is to our God  Every praise is to our God Every word of worship, with one accord Every praise, every praise Is to our God Sing hallelujah to our God Glory hallelujah is due our God Every praise, every praise Is to our God  Every praise is to our God Every word of worship, with one accord Every praise, every praise Is to our God Sing hallelujah to our God Glory hallelujah is due our God Every praise, every praise Is to our God  Every praise is to our God Every word of worship, with one accord Every praise, every praise Is to our God Sing hallelujah to our God Glory hallelujah is due our God Every praise, every praise Is to our God  God my Savior God my Healer God my Deliverer Yes He is, yes He is  God my Savior God my Healer God my Deliverer Yes He is, yes He is  God my Savior God my Healer God my Deliverer Yes He is, yes He is Yes He is, yes He is  Every praise is to our God Every word of worship, with one accord Every praise, every praise Every praise, every praise Every praise, every praise Every praise, every praise Every praise, every praise Every praise, every praise Every praise, every praise Is to our God Every praise is to our God Every word of worship, with one accord Every praise, every praise Every praise, every praise Every praise, every praise Every praise, every praise Every praise, every praise Every praise, every praise Every praise, every praise Is to our God Every praise is to our God Every word of worship, with one accord Every praise, every praise Every praise, every praise Every praise, every praise Every praise, every praise  Every praise, every praise Every praise, every praise Every praise, every praise Every praise, every praise Every praise, every praise Every praise, every praise Every praise…"
Israel & New Breed,Friend of God,2004,gospel,I am a friend of God I am a friend of God I am a friend of God He calls me friend Who am I that You are mindful of me The You hear me when I call Is it true that You are thinking of me How You love me it’s amazing God Almighty Lord of Glory You have called me friend He calls me friend He calls me friend
Mary Mary,Shackles (Praise You),2000,gospel,"Whoo It sure is hot out here Ya know? I don't mind thought Just glad to be free Know what I'm saying, uh Take the shackles off my feet so I can dance I just want to praise you (What ya want to do?) I just want to praise you (Yeah, yeah) You broke the chains now I can lift my hands (Uh feel me?) And I'm gonna praise you (What ya gon do?) I'm gonna praise you In the corners of mind I just can't seem to find a reason to believe That I can break free Cause you see I have been down for so long Feel like the hope is gone But as I lift my hands, I understand That I should praise you through my circumstance Take the shackles off my feet so I can dance (I can dance) I just want to praise you (I just want to praise you) I just want to praise you (I just want to praise you) You broke the chains now I can lift my hands (I can lift my hands) And I'm gonna praise you I'm gonna praise you Everything that could go wrong All went wrong at one time So much pressure fell on me I thought I was gon' lose my mind But I know you want to see If I will hold on through these trials But I need you to lift this load Cause I can't take it no more Take the shackles off my feet so I can dance (so I can dance) I just want to praise you (woo-hoo-hoo) I just want to praise you (yeah) You broke the chains now I can lift my hands (woah, yeah) And I'm gonna praise you (I'm gonna) I'm gonna praise you (I'm gonna, I'm gonna praise you) Been through the fire and the rain Bound in every kind of way But God has broken every chain So let me go right now Take the shackles off my feet so I can dance (so I can dance) I just want to praise you (woo-hoo-hoo) I just want to praise you (I wanna praise you) You broke the chains now I can lift my hands (I can lift my hands) And I'm gonna praise you (praise you) I'm gonna praise you (praise you) Take the shackles off my feet so I can dance ('cause I just wanna) I just want to praise you ('cause I just wanna) I just want to praise you (yeah, yeah) You broke the chains now I can lift my hands (I can lift my hands) And I'm gonna praise you (praise you) I'm gonna praise you (c'mon (?) with me) Take the shackles off my feet so I can dance (I just want to praise you) I just want to praise you ('Cause I'm free tonight) I just want to praise you (yes I'm free) You broke the chains now I can lift my hands (I can lift my hands) And I'm gonna praise you (yeah, yeah, yeah) I'm gonna praise you (yeah, yeah, yeah) Take them off, take them off What ya gonna do, yeah You broke the chains now I can lift my hands (broke off the chains) And I'm gonna praise you (what ya gonna do?) I'm gonna praise you (what ya gonna do?)"
