artist_name,track_name,release_date,genre,value
madeleine peyroux,weary blues,2004,jazz,weary blue waitin lord waitin long blue cryin sweet daddy come home snow fall round window chill heart know die leave dream world fell apart weary blue waitin lord waitin long blue cryin sweet daddy come home sweet daddy come home tear watch young lovers strollin things forgive weary blue waitin lord waitin long blue cryin sweet daddy come home sweet daddy come home
chris botti,no ordinary love,2004,jazz,ordinary ordinary ordinary ordinary ordinary ordinary ordinary ordinary ordinary ordinary ordinary ordinary ordinary ordinary cry try die fall cry try die
boney james,pure,2004,jazz,silent night holy night calm bright round virgin mother child holy infant tender mild sleep heavenly peace sleep heavenly peace silent night holy night shepherd quake sight glory stream heaven afar heavenly host sing alleluia saviour bear saviour bear silent night holy night pure light radiant beam holy face redeem lord birth lord birth
brad mehldau trio,everything in its right place,2004,jazz,right place right place right place right place yesterday wake suck lemon yesterday wake suck lemon yesterday wake suck lemon yesterday wake suck lemon right place right place right place right place color head color head try try try try try try right place
sun ra,springtime again,2004,jazz,spring spring springtime
bing crosby,dream a little dream of me,2004,jazz,star shin bright night breeze whisper bird singin sycamore tree dream little dream nightie night kiss hold tight tell miss blue dream little dream star fadin linger dear cravin kiss longin linger till dear sayin sweet dream till sunbeams sweet dream leave worry dream dream little dream yeah dreamin awake star fadin linger dear cravin kiss longin linger till dear sayin sweet dream till sunbeams sweet dream leave worry dream dream little dream dream little dream
zero 7,somersault,2004,jazz,ballerina fee people park meter encourage eat cream somersault sand talk loners week obsess hide stick stone fear unknown feel like home feel like home feet grind know bring sweet sound save warmth summer breeze key share jelly bean somersault sand feet grind know bring sweet sound save feet grind know bring sweet sound save
anthony wonsey trio,the peacocks,2004,jazz,cozy spot cuddle miss awful trouble charm arm imagination lover knot round wonderful
zero 7,passing by,2004,jazz,think confusion settle think stay anymore question live time debate wrong right judgement life pass pass promise give help survive time wish save life judgement life pass pass judgement life pass pass judgement life pass pass
zero 7,warm sound,2004,jazz,fate sealer feel hear speak maybe help warm sound fall slowly take time away warm sound feel pain take time away fake feeler eye close warm sound fall slowly time away warm sound feel pain take time away tell feel feel feel feel feel feel feel feel feel
marcus johnson,18th & m,2004,jazz,wide eye wonderboys house fine blametight pinstripes walk beggar mile knee deep rise river denial break divide count obliquity crush hand hop heel trouble carpet water come feel growlers gallows galley break break wake freak firedamp fight deep decamp wealth moral compass truly lose high hop waterboarding like good texas hold underwater point finger point finger point finger wide eye wonderboys bunker banksters shrink bubble friends fairweather rain trouble break play differences change come wind time achanging suit check mask place hide plain sight face wake freak firedamp deep decamp wealth moral compass truly lose high hop waterboarding like good texas hold underwater point finger point finger point finger point finger break break break break break break
nancy wilson,i wish you love,2004,jazz,wish bluebirds spring heart song sing kiss wish july lemonade cool leafy glade wish health wealth wish break heart agree best best free wish shelter cozy warm snowflakes fall wish break heart agree best best free wish shelter cozy warm snowflakes fall wish wish wish
eliane elias,"baubles, bangles and beads",2004,jazz,baubles bangles hear jingjingalinga baubles bangles bright shiny bead sparkle spangle heart sing singalinga wear baubles bangles bead glitter gleam somebody dream someday ring ringalinga hear lead wear baubles bangles bead
chris botti,when i fall in love,2004,jazz,fall forever fall restless world like end begin moonlight kiss melt warmth heart completely heart moment feel feel heart
sun ra,door of the cosmos,2004,jazz,life interest dare knock door cosmos
donny hathaway,yesterday,2004,jazz,yesterday trouble away look stay believe yesterday suddenly half hang yesterday come suddenly know wouldn say wrong long yesterday yesterday easy game play need place hide away believe yesterday know wouldn say wrong long yesterday
necrophagist,only ash remains,2004,jazz,fear go soul humiliation prey blackest demons paralyze fail fall beneath dignity fail demon pass infiltrate mind innocent pure plant seed possess soul doom fail remain demon pass infiltrate mind innocent pure prey blackest demons paralyze fail fall beneath dignity fail remain
tony bennett,close enough for love,2004,jazz,unmatched pair take time touch share worlds apart night brave odds perfect close oldfashioned pure romance share kiss share dance share body bouquet taste wine close lovers friends know start end trace light sleepless nights remember long goodbyes tearful look hold poems book life hold greatest story tell perfect close
the dillinger escape plan,panasonic youth,2004,jazz,write plan take order architecture follow gear grind cold relentless remorse keep regret remorse blood soul body watch turn scab cover skin stone like coal search time bloat white eye wide come understand lose profit high noon secrets excuse number lead throat smile rope pull tighter guilty understatement hourglass right time tear script forget sour sweet paragraph lifeless test tube mother die infant arm lifeless test tube look evolution give clock wind evolution give clock wind
necrophagist,the stillborn one,2004,jazz,life free guilt exist fight daylight unseen book write mean stillborn bear dead stillborn dead sunset coincide essence nonexistent lifeless dehydrate soil recover drought plague prepare stillborn stillborn sunset coincide essence nonexistent lifeless dehydrate soil recover drought plague prepare solo suicmez muenzner
chris botti,cinema paradiso,2004,jazz,silent ceremonies render age turn eye shin engrave confidence promise betray silent ceremonies render age close eye face show despair wear memories loss roads cross freedom silent ceremonies render age shin embrace memories caress hazy daydream
"harry connick, jr.",for once in my life,2004,jazz,life need need unafraid life lead know strong touch heart dream long know warm like dream come true life sorrow hurt like hurt know desert anymore long know life need life sorrow hurt like hurt know desert anymore long know life need life need life
the dillinger escape plan,sunshine the werewolf,2004,jazz,eye bloodshot time cause soon go shock queensized coffin build death belong tease baby fresh disease rid bullet alive tonight know couldn right come save life tonight know right swim shore word like speak curtain drop conceal appearances heaven destroyer like destroyer watch fallout walk time stand kill kill kill kill drop curtain conceal appearances heaven existence affection fuck like nuclear release fuck watch fallout
kay starr,"\"\"\"it’s a good day\"\"\"",2004,jazz,good sing song good move good wrong good morning till night good shin shoe good lose blue gain lose cause good morning till night say good morning rise shine today know gotta go gonna showin know right cause good pay bill good cure ills deep breath throw away pills cause good morning till night
renee olstead,what a difference a day makes,2004,jazz,difference make twentyfour little hours bring flower rain yesterday blue dear today dear lonely nights dear say difference make rainbow sky moment thrill kiss heaven romance menu difference difference difference make rainbow sky moment thrill kiss heaven romance menu difference difference
chris botti,nearness of you,2004,jazz,pale moon excite thrill delight nearness sweet conversation bring sensation nearness arm feel close close wild wildest dream come true need soft light enchant right hold tight feel night nearness
zero 7,morning song,2004,jazz,days behold live unfold untold shade gold sell deceive believe today tomorrow illusion believe strive small eternity today tomorrow illusion believe today tomorrow illusion believe
boney james,here she comes,2004,jazz,come track cross high street watch world insane lighter rock bush like star come like rain come skin bone skeleton shes food crack cocaine baby live right outside city remember hitler einstein hail hail greatest sales sight sell hail hail work jail close doors world laugh want kinda funny cause world crash test dummy herd stampede fence go television say save children drop bomb replace word right word wrong sale fore go picture horsemen nominal like sell hail hail greatest sales sight sell hail hail cause work jail close doors world pill tongue keep actin like keep feel good ugly crazy dumb drug goddammit gonna arrest have doctor order feel heart beat ahead dumber singin play uncomfortably numb thorazine work party free fluoride bubble wander like zombie midday hail hail greatest sales sell hail hail cause work jail close doors yeah close doors yeah close doors world
susumu yokota,blue sky and yellow sunflower,2004,jazz,yeah spend life break rule step line streets school good time live stand alive hell raiser risk taker speed ahead till dead fast live wire wild burn flame fade away gotta live gotta live gotta live gotta live devil damn hell reason stare invitation booze lot vacation lose hell raiser risk taker speed ahead till dead fast live wire wild burn flame fade away gotta live gotta live gotta live gotta live yeah light sleep tell stop gotta live gotta live gotta live hell raiser risk taker speed ahead till dead fast live wire wild live gotta live gotta live gotta live live gotta live gotta live gotta live hell raiser light sleep tell stop gotta live
wayman tisdale,ready to hang,2004,jazz,bullshit front like reach necklace southern california fight couple pound marijuana pack ride imma like gonna money kinda like tight trappin gonna money kinda like tight trappin imma like tight trappin imma like tight trappin apartment loud smell house motherfucker gonna money rain weed cloud think minimum wage undercover hustler finna like gonna money kinda like tight trappin gonna money kinda like tight trappin imma like tight trappin imma like tight trappin
necrophagist,fermented offal discharge,2004,jazz,casket exhume turf pile grave stagnant mass await deep gloom box lids open distraught desecrate fume penetrate eructatingi vomit initiateeager exhume despite scent cold earth exhume turf disperse initiateeager exhume despite scent open casket reveal weak stomach slide hand intensify fume like snort colon small intestine slice rip foul body duodenum minch treat equal rotten stool urine spurt ferment organs discharge rap putrefy giblets disembowel decrepit spleen pancreas tear gutted eviscerate stomach cysts liver tear twist turn inside ferment offal discharge disembowel evacuate offal hastily wrap bag basic culinary putrefy internal fragment ferment offal discharge putrefy internal fragment ferment offal discharge
jamie cullum,these are the days,2004,jazz,days miss taste summer wine days bring mean feel stillness feel fine nights close early remember start smile want know extra mile time mean heart melt away light days endless dream trouble life float away like flight days days days think say forever believin tear good tell weather maybe work best days miss taste summer wine days bring mean feel stillness feel fine
fennesz,transit (feat. david sylvian),2004,jazz,listen repeatedly listen interrupt harmful speak wonder europe goodbyes europe swallow europe share history die europe follow follow future hint fear fear name ancestry gentle stone want travel wonder europe live europe goodbyes europe history die europe follow follow light dim lounge dark best cigarette save drink drink
jamie cullum,all at sea,2004,jazz,bother forget root thoughts sit away like warm drink seep soul leave right later spend time want bother sleep drink speak give away phone like warm drink seep soul leave right later spend time want need need need crave disappear mind know come spend time spend like warm drink seep soul leave right later spend time want ooooh want want
flunk,blind my mind,2004,jazz,bring head wall fall bring mind head play start start bring head mont blanc bring head wall fault feel respect blind mind inside bring mind inside head go bring head wall fall fault feel respect blind mind inside blind mind inside lie feel respect lie blind mind inside lie feel respect lie feel respect lie blind mind inside lie feel respect lie blind mind inside blind mind inside blind mind inside
diana krall,the girl in the other room,2004,jazz,girl room know fear wear threadbare sit floor glass press tight wall hear murmur paper peel eye star straight ceiling maybe maybe draw lipstick smear wall girl room powder face star hard reflection girl room stifle yawn adjust strap gown toss tresses lover undress turn lamp light voice hear sleep weep maybe maybe girl room darken lash blush look familiar
johnny mathis,a certain smile,2004,jazz,certain smile certain face lead unsuspecting heart afleeting glance lovely things suddenly know heart sing awhile go hide tear inside cheerful pose hush night exactly like bitter sweet refrain come certain smile haunt heart
emanon,six million ways,2005,jazz,thirteen have acceptance world change pain gold regress shit struggle years hand juggle time break away bubble trouble form family life cut like knife band aid drug sluts nineteen like glue stick fuck suck teach measure life break drug addict life steel frustrate point kill tonight night fuck form pill bloody cause million ways choose choose choose mystery death gotta girlfriend long time real fine like girl claim head wasn dumb everytime think see shit think need need silly dumb plus choke chest nahh shit dumb girl plus dude fuck fuck fuck fuck silly bitch cause million ways choose know dude dope analyze legends dope bug drug give prick say shit take head shoot wrists hook night write songbook come later look look needle spoon read leave right take shit stand throw shit star dumb tear take quit cause million ways choose
karin krog,meaning of love,2005,jazz,dream soon disappear know know guess learn learn begin know wonder dare survive count star guess learn learn begin know today clear night magic play moon heart believe go guess learn learn begin know mean instrumental break today clear night magic play moon heart believe go guess learn learn begin know mean
"earth, wind & fire",pure gold,2005,jazz,walk light shin bright soul feel right pure gold yeah walk light bring substance life walk light yeah heart pride push aside lavish dream livin high substance life hard world know lie need inside heart oooh life special special yeah treasure lie soul truth life bless bless riches come pure gold hearts live touch realize prize heal inside hard world know lie need inside grind need peace mind slow time million ways shine yeah worldly things control destiny gotta change star align oooh life special special yeah treasure lie soul truth life bless bless riches come pure gold oooh life special special yeah treasure lie soul truth life bless bless riches come pure gold walk light bring substance life walk light yeah oooh life special special yeah treasure lie soul truth life bless bless riches come pure gold help treasure yeah live cause true make things better yeah cause true fade away
joe bataan,call my name,2005,jazz,set appear know appear gather today remember depart final believe see face miss go time rise near set appear know appear line cross streets gold try bury years people wouldn survive power mind thing need hear gotta set appear know appear
cantoma,the call,2005,jazz,touch valley say shake miss puttin gang block shoot selfie bitch dump tell quit bitch cause early double stick shift swervin bitch quick pullin bust nut bitch curvy sip half pint vision blurry candyman servin say need sauce whip mcflurry hill service matter fact trap door open till hop fresh clothe door rental skrrtin pop benzos hiphop dragon pant saggin like folk poppin bitch team scorin drink pint vision curvin bout action quit internet actin shooters ready hop foreign fuck bitch yeah gettin money presence sleepin bitch wanna suck want fuck quick yeah trap boomin money stackin pussy want macs clappin catch lackin want static happenin bitch bustin pill laggin seven figure bank bitch stuntin woman crush wednesday fuckin
cantoma,moonsmith,2005,jazz,idea boys try grow strong great comfort music journey carry buy borrow drum dollar bass farm door canadian rhode island tell stick head try cross world try cross world try cross world drop tranny effingham illinois steal gasoline freeze cold teenage friends struggle place sidewalk end say goodbye boston dirty water roll try cross world try cross world try cross world try cross world try cross world try cross world come york country away tell tell zimbabwe smile know message fade away try cross world try cross world try cross world try cross world try cross world try cross world try try
artie shaw,all the things you are,2005,jazz,promise kiss springtime make lonely winter long breathless hush even tremble brink lovely song glow light star dearest thing know someday arm hold know moment divine things
ann hampton callaway,slow,2005,jazz,sentimental thing throw heart away spring spring romance hasn promise dance winter splinter little fling spring year feel like horse leave post room star ceiling spring hang morning kiss wake tree flower like drink toast walk kill lonely hours spring hang afternoon bird twitter twit know tune hear know score decide spring bore sure year ghost spring arrive time dear spring hang spring hang come hop past spring come season song sweet promise go wrong doctor prescribe tonic sulphur molasses dose help condition chronic spring hang party winter gracious host pray snow hide clover spring hang
sunn 0))),it took the night to believe,2005,jazz,pervert view stand take night believe beacon linger come grasp edge repeatedly defile wind daughter destroy perfect silhouette dialates wither unurished cloak thyself salutations crescent vibrate believe vibrate defile vibrate believe vibrate defile
yonderboi,before you snap,2005,jazz,clean dirt dirt clean tomorrow bed tomorrow dish tomorrow dinner get eat world keep grow feed fee snap snap lie look ceiling wait happen know time mean better feel want snap
lee ritenour,mr. briefcase,2005,jazz,businessman green sedan sell soul reach goal work ladder success end lie mean business card cigars smile conceal rotten deal money talk know piece paper break apart race briefcase briefcase trick briefcase sign play game deal deal sign seal time feel sorry losers get mouse eat race briefcase briefcase trick briefcase businessman shake hand tell lie hide eye hang real tight briefcase lose stand naked like race briefcase briefcase trick race briefcase briefcase trick briefcase
fattburger,groovin',2005,jazz,groovin sunday afternoon couldn away soon imagine better world place like instead movin crowd avenue like lot things like people meet groovin sunday afternoon couldn away soon spend days gonna talk laugh time away feel come closer life ecstasy endlessly groovin sunday afternoon couldn away soon groovin groovin
artie shaw,deep in a dream,2005,jazz,light sink chair smoke cigarette climb wall room fade away blue deep dream smoke make stairway decend come arm anew deep dream ceiling sweet music come steal glide lovers refrain appeal soon reveal cigarette burn start hand hurt thrers pain heart awake asleep evry memry deep dream
robert glasper,rise and shine,2005,jazz,inner heart inner mind shine forever like inner depths soul ninja turtle pour manholes balance comic conscious challenge solitary conference examine imagine figure start world peace transformation niggas like liquor turnin blood right peacesign fascination scissor calculations empress empires sinners advancement human suffer things try impede publish editorials bring boomerang minus halle everybody fuck shotgun independent cars spare despair motorware match motivate mate drive stay alive ride momma alcohol aries spear jayz shit affion skit voice fake shit deep shit impersonatin shit vicariously speak speakin speechless cause gangsters actin like teachers sleep dare dream world kingless hero heron discourse plane fear fallin wishin land reminiscent dream time presently route rise machine time magazine time coffee sugar milk coffee abort rhyme rotten beat fail hook roads bumpy braille book fail cool push door gourmet food starve soiree choice easy woman time hard try abstract possible vulgar shock profitable baby melt gold pedestal promote get call carot souls insightful remark best thing hear silence technically impressive faux spanish romantic hue marxist dialectic please critics pointless common passerby exist event demise prize poor oppressors leave forth
herbie mann,one note samba,2005,jazz,little samba build single note note bind follow root note consequence bind unavoidable consequence people talk talk talk nearly scale know come nearly come note come pour note want better play note know
streetwize,"me, myself and i",2005,jazz,go feel true excuse gorgeous introduce confuse street life life know type nigga like baby listen play game strange number step body frame supermodel sexy chocolate fiend watch step sidewalk talk single devote marry divorce land lose good place double porsche tryin heart clip blunt ashtray spark walk talk pack light snack rowdy street thugs need need good poweru feel brand disrespect sweet feel true piece pussy special lady lately scratch benz say word degrate tell bring wife baby constantly callin crib trynna break want street scream hate pagin callin cell phone crazily basically occasionally tell girl faithfully pussy good remember standin cantapee suckin listen bimbo nympho smoke indo type nigga sneak window long slow like porn video disrespect fiend babysit like mean head check multiple time wine dine check fuck hard quick forget commit catch fight head flip shit actin like lick fuck hoe click tell second bitch quit know wanna fatal attraction shit forget fuck like street nigga understand ring hand steal heart damn
sola rosa,redeemer,2005,jazz,hold hand light break endless night fright couldn shoot time couldn shame worry worry mind yeah wanna break heart run gonna fall apart run think unfamiliar place lonely face leave haste try catch hard place wanna break heart run gonna fall apart run yeah wanna break heart run yeah gonna fall apart run awake night pursue wanna break heart run gonna fall apart run run wanna break heart run gonna fall apart run run run
denis solee,you make me feel so young,2005,jazz,oceans apart slowly insane hear voice line stop pain forever right wait take heart break right wait take grant time think hear laughter taste tear near baby goin crazy right wait take heart break right wait wonder survive romance baby goin crazy right wait take heart break right wait right wait weda allam
jamiroquai,starchild,2005,jazz,see angry starchild mind crimes shuffle feet expressions think come heaven save souls angry make seed thing take need need little need little thousand million people spread spread little think come heaven save think come world tonight blaze bright keep warm superman send save land world today hungry kneel pray wish starchild see preachers white suit precious stone stud boot money money know believe think come heaven save think come world tonight blaze bright keep warm superman send save land world today hungry kneel pray wish starchild starchild gonna come gonna come save begin begin long come starchild world tonight blaze bright keep warm superman send save land world today hungry kneel pray wish starchild world tonight world tonight world tonight world tonight know world tonight superman superman come baby superman come superman come
chris botti,my one and only love,2005,jazz,think make heart sing like breeze wing spring appear splendour shadow fall spread mystic charm hush night arm feel lips warm tender touch hand like heaven heaven know blush cheek speak tell eager heart desire kiss bring set soul sweet surrender
between the buried and me,roboturner,2005,jazz,crush years come improper form fake thoughts sound years come improper form fake thoughts sound fake thoughts sound fake thoughts sound robots crush death human music robots crush death human music bright light track field money days shit primitive abduction control write master master machine shit gold face sparkle fame master machine master machine master machine fuck hard fuck hard fuck hard neglect thoughts come fuck hard fuck hard fuck hard neglect thoughts come human voice human action human voice human action human voice human action imperfect fuck stand dark crush crush crush crush years come improper form fake thoughts sound robots crush death humanmusic counteract idea control human emotion produce thoughtful finally discover idea perfect blood fill drop deadly divebomb outside life outside life crush crush crush crush crush
jamiroquai,hot tequila brown,2005,jazz,time watch rise head feel free word fail negligence arrest crazy fool unlock door heart know know shouldn long groove heart nearly go head cloud land feet shoot shine tequila shoot stone cold lie shine live lose battle line inside mind think shoot want black eye turn cross rubicon think shoot shine tequila shoot stone cold lie shine shoot shine tequila shoot stone cold lie shine shine shine shoot tequila shoot stone cold lie shine shine shoot shine shine tequila shine shine shoot shine shine shine shine shoot shine shine tequila shine shine shoot shine shine shine shine shoot shine shine
lizz wright,a taste of honey,2005,jazz,cold wind blow seas warmth thee taste taste sweeter wine leave heart wear remind taste taste sweeter wine return return come come fair die dream kiss kiss taste bitter wine return come come return
fat freddy's drop,dark days,2005,jazz,learn breathe time long learn pride learn speak heart learn friend time time long long long long long long long long feel like lose time worry cause yesterday change start free mind doubt keep darkness test outside chamber danger push limit high line wait long long long long long long long wait wait yeah hard world cruel weak weaker powerful feud children hungry soldier stand weapons hold live learn hate breed hate cure leave late feel truth choose blame
"earth, wind & fire",to you (feat. brian mcknight),2005,jazz,hide feel cause deep inside know feel inside heart conceal cause reveal bring body close right cause forever eye baby surrender baby tender wanna afraid good wrong baby right real inside hearts look eye bring body close right cause forever eye baby surrender baby tender wanna believe believe hard hard conceive conceive real real define define feel feel heart heart heart yeah baby surrender baby tender wanna like heyyeahyeahyeah heyyeahyeahyeah heyyeahyeahyeah ohwhoawhoawhoa baby want surrender yeahyeahyeah yeahyeahyeah surrender yeahyeahyeah
meshuggah,disenchantment,2005,jazz,paragon fear immobile skein tangle nerve expose hastily claw darkest inner scenes torture stay breath escape slavery stay breath reawake face encore struggle free restraints shackle
meshuggah,dehumanization,2005,jazz,level reach absence let breathe invert electrical impulses malfunction deathcode incomplete things unlive glimpse undeciphered semantics logic contradiction grind churn sweetest noise decode soundtrack failure syllable vowel stagnant flow end untime unbind merge form multinone sickly dance matter malignantly benign greet chasm unbearable sublime
tommy dorsey,east of the sun (and west of the moon),2005,jazz,east moon build dream house lovely near near moon night live lovely dear live memory forever star life lovely tune east moon dear east moon
meshuggah,imprint of the un-saved,2005,jazz,scatter jigsaw redemption lay eye piece amorphous piece lack shape
meshuggah,mind's mirrors,2005,jazz,feed frenzy starve soul gnaw voraciously bone exoskeletal patchwork protect reflection twin engage mirror chew away attack self paradox unseen treacherous deceit choice matter lose finally reason forget live ones mute blind eclipse golden mirror reflection free
no blues,columbus stockade,2005,jazz,columbus want tennessee columbus stockade friends turn back leave wish cross mind heart leave little darling mind night sleep dream hold arm awake mistake peer bar night ramble hour spend think heart forever lend
unkle,be there,2005,jazz,wanna lead hand wanna land look eye mind inside peace mind fall fall fall beautiful time fall fall fall beautiful wanna lead hand wanna land look eye mind inside peace mind fall fall fall beautiful time fall fall fall beautiful fall fall fall fall fall fall fall fall fall beautiful time fall fall fall beautiful fall fall fall beautiful time fall fall fall beautiful fall fall free fall fall corrupt plea free irresponsible horrorshow suggest contradictory
the pharcyde,passing me by,2005,jazz,angels angels city angels rid round flow fuck ride come nigga high hifi stay high star crazy color blow smell like cassava pass pharcyde hook cobain sample alien culture weren opinions gotta gotta better better tell niggas hell bitch angelz beat bear city angels raise money getters niggas bitch angels feet feel quarter million plan anweez light cassava beach island overseas little finer little darker little petite come go hardest workaholic wanna feast hook alien culture weren opinions gotta gotta better better say fail stop stop meaux lyrical gangsta soul spirit universal adventure know begin question bless loss learn lesson mind state nirvana transcend destine manifest tire weak niggas claim gangsta feel cent wanksta hear mile soundtrack go shit crazy music influence generations niggas brainless self identity niggas faceless utilize platorm greatness instead shit feel fuck
meshuggah,in death,2005,jazz,imminently visible cloak innocent guilt sentence lifetime second structure chaos trample ferocious rag crowd solitude soil beneath soak sustenance death extradite gods deities things random alive multicolored twitch dead monochrome world
tito nieves,i'll always love you,2005,jazz,rest days heart soul sweet sexy ways give need near bring happiness year life complete search tell need baby lover friend search tell baby quiero adoro eres unico tesoro need realize como jardi rosas alegrando cosas make wanna sing
chris botti,let there be love,2005,jazz,oyster wind occassional rain chile carne sparkle champagne bird sing tree bless sneeze cuckoo cuckoo hmmm ummlove hmmm ummlove
lemon jelly,'68 aka only time,2005,jazz,time time time time time time time dream pursue time time time time time
chris botti,good morning heartache,2005,jazz,good morning heartache gloomy sight good morning heartache think say goodbye night turn toss go wish forget stay go away everyday start say good morning heartache stop haunt leave monday blue straight sunday blue good morning heartache good morning heartache know hang good morning heartache stop haunt leave monday blue straight sunday blue good morning heartache good morning heartache know hang good morning heartache
meshuggah,autonomy lost,2005,jazz,reach inner bright essencesun dream guide fear blind outside shade perfect black
roberta flack,if i ever see you again,2005,jazz,dead dead dead dead talk friend say dead roll dead bottle mercury muscle grateful dead lord ring zeppelin devil tattoo right say roll dead kones start blue belly lead makin bread beatles arrive start shred dead roll dead dead dead dead dead freight train head roll fuckin dead roll dead roll dead roll baby roll rrrrrrock roll dead
denis solee,one for my baby,2005,jazz,sound sound sound sound crazy 나에게로 들이받아 want level online offline pride pride super high yeah yeah yeah 오늘부터 drop drop sound brrrrr sound 태워버려 freakin bounce yeah 숨겨왔던 super high yeah yeah yeah 오늘부터 drop drop sound breathe breathe breathe baby breathe breathe breathe baby breathe breathe breathe baby breathe breathe drop higher 지금부터 drop drop sound sound
brian simpson,and the story goes,2005,jazz,matter good woman teach daddy walk head nap chubby young head rap try adapt jump block grandma jump block emcee gotta tell truth yeah block wasn lookin adventure block block real kill half year later spank kill rob shoot buy tape hard cause smart know weak meek couldn street assert survive convince better lord fly book read book read cause addict literature young round clique cause insecure insecure cause realize room civilize wild rumble jungle die survive live change nothin shit drive brain drive young insane cousin breakdown brain crack mind rack fame exchange dads grandads little homies dads uncles homies look struggle hand lose youth chasin youth youth coupe teenage like slick say gold tooth kangol filas lightskinned gold tooth course cause college high school damn good baby hood walkin round black league campus like wish house niggas treat like know story go drop college sell figure invest studio time drop rhyme success front stunt nigga deal stress cause momma grandmomma grammy grandaddy grow wish wish wish meet wife wish life light wish wish tomorrow birthday straight fade ride school
glenn miller,we can live on love,2005,jazz,cook look glass look dream sweet seldom live sleep count little sheep hop great live feel ought deal realitites house trivialities check cash hash thing come spring live
