_c0,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,like/girls,sadness,feelings,danceability,loudness,acousticness,instrumentalness,valence,energy,topic,age
80991,diamond & the psychotic neurotics,k.i.s.s. (keep it simple stupid),1992,hip hop,go zulu nation wellsituated cause know hand stand firm wreck shit learn flow breath sould step leave style abstract form definite picture like play erisson nice like inflation yeah shoot gift radio station walk uptown dalmation hungry eat kennel ration good vibrations rockies appalachians skin nation budge menstration yeah swim ride saddle shoemaker hype slammin track rush proof pudding hush smirk lips audacity minutes warn skills possess capacity catch wreck like cassidy sleep moneygrip fry dead like hire word brothers start shake crate create hype plate rotate flavor cake yeah tick like timex reach climax blame boogie blame rhythm blame vibe smoke newports toked marlboro boogie proud cause borough fivesecond beat repeat spread triborough live lovely teriffic wicked like pickett come come friend live gonna live senior citizen shit come musical journey need ticket cause kick like pele heyday go butterball cousin head cause smart rolex absorb beat like kotex funky like word rhyme brain tick brothers bump tape shit hear year past year ring bell cashier go notty dreadlocks lose bet topic rocket pocket minutes change better stop gotta shout gman control peace,184,5.540166530144191E-4,0.20280422449120442,0.08391540408096754,5.540166317836237E-4,0.04241484313801572,5.540166229930549E-4,0.01638906756518264,5.540166622868754E-4,0.3439209610507664,0.05693612849786262,5.540166590139861E-4,5.54016639383994E-4,0.049512620772209845,0.07995519724470783,5.540166683975822E-4,0.03678561406322629,0.6620816635979638,0.6087224059687716,0.015360457189214046,1.720647773279352E-4,0.8660346248969498,0.5485344487235236,obscene,0.4
80993,diamond & the psychotic neurotics,"\"shut the \"\"*!*!\"\" up\"",1992,hip hop,shit shit hello baby hello shut shut shut fuck mother beat beat shut shut shut fuck mother shut shut shut fuck foot inside hahaha say moms look like yeeeow,29,0.042876211793953616,0.4186604580116195,0.0019493177496909065,0.0019493177448314824,0.001949317753047907,0.0019493177726662809,0.001949317756036133,0.0019493178408588475,0.3577254885698856,0.00194931774706702,0.0019493178727506993,0.0019493177570579648,0.15149807482306754,0.001949317923083835,0.0019493177816358542,0.001949317743059593,0.8949420556698798,0.6875881342460836,0.21787070067339426,6.94331983805668E-6,0.8083264633140972,0.788782192196593,violence,0.4
80994,diamond & the psychotic neurotics,lunchroom chatter,1992,hip hop,come snap everybody come everybody snap fuck shut nigga mother poor play monopoly ask nigga like like like excuse excuse comb hair excuse moms dumb throw floor miss shut nigga mother black fuck dark open eye think train come,39,0.04723391213455109,0.2232949592868679,0.0016977929077200422,0.001697792882901783,0.0016977930787504753,0.0016977929888309224,0.0016977929353232605,0.001697793072455812,0.5044382313921094,0.001697792919418872,0.0016977930154425218,0.001697793039325841,0.09991029052458728,0.06872711884753138,0.0016977929507503687,0.0016977933089282419,0.883028268168526,0.6209009563366921,0.2921679640240603,0.0,0.8134789777411376,0.6816717398981829,obscene,0.4
80995,diamond & the psychotic neurotics,last car on the 2 train,1992,hip hop,nigga breath smell like thousand shit wasn funny catch muthafucka mouse trap wasn funny breath smell funny stop talk lisp muthafucka talk lisp ears hear blurry shit blup blup blup snake muthafucka,32,0.002631578952271718,0.1994420774014121,0.0026315790040974214,0.002631578951535736,0.0026315789486605983,0.0026315789474563402,0.0026315789473688534,0.002631579176841247,0.7558210792135219,0.002631579123366199,0.0026315790987742503,0.0026315789889901245,0.0026315789492032627,0.0026315790733770408,0.00263157904212823,0.0026315789485301037,0.4627964908480451,0.6186190805835448,0.14056138610580934,0.0,0.9690849134377576,0.5325179324919858,obscene,0.4
80997,lighter shade of brown,intro,1992,hip hop,stroll ease beatin face place place wanna taste world good life society reality equal casualty dippin need trippin clippin tap cause boom steady hittin reminiscin bout days safe cruise days bite lose deserve static gonna tragic gotta dippin ride havin great time street bustin rhyme buggin girlies corner know treat like foreigner steady feelin vibe alright dippin ride ride ride ride ride ride ride ride ride ride ride late night dippin like like veteran street lounge seat stroll time keep skippin life hard cause trippin livin like come dippin neighborhood coolin homies lookin good pocket benjamins sittin like macks believe pump brake pump know talk bout think serve feel vibe bumpin hooride switch ride strip cruisin bout glance leave homey hayra homey whats hap night party goin sure women sure bring jeep cause girls whoa forget chillin shoot breeze come partner sittin stroll steady glidin right pull stop light check right cause get sweat fool black white roll straight spot bust leave hit steady feelin vibe alright dippin ride fade,170,4.965243529759556E-4,4.965243518820852E-4,0.08117082910980616,0.045814524411734635,0.01643883777162877,4.965243419987127E-4,4.965243362493129E-4,4.96524358303548E-4,0.4022284810189651,4.965243490100515E-4,0.35180625818555816,4.965243733842218E-4,4.965243428333703E-4,0.06910659043148928,4.965243611025087E-4,4.965244010524414E-4,0.8451207624824002,0.510396636156193,0.051304268377779495,3.663967611336034E-5,0.8866446826051113,0.3543341894161258,obscene,0.4
80998,diamond & the psychotic neurotics,a view from the underground,1992,hip hop,yeah gangsta tire mother fuckin bullshit rappers gettin dope deal suck know sayin hell,14,0.005847953357640531,0.005847956016342254,0.005847953260650831,0.005847953637379198,0.12483232454461514,0.005847953476930335,0.0058479532517126676,0.005847953851040761,0.6646413545950709,0.00584795338450736,0.00584795351654482,0.005847953244481113,0.11695906429388762,0.005847953283281995,0.005847953348403323,0.00584795324589288,0.7292321022419582,0.5840063584852446,0.6224895808128322,1.1437246963562753E-4,0.48268755152514436,0.3152939311017521,obscene,0.4
80999,diamond & the psychotic neurotics,"\"comments from big \"\"l\"\" and showbiz\"",1992,hip hop,muthafuckin know sayin real wickwack bullshit go peace correct rude bwoy showbiz showbiz like chop head anybody commercialize peace real come rewind,22,0.004385965833717954,0.0043859653427045855,0.0043859650166041975,0.004385964953448052,0.004385964938177038,0.004385964921481813,0.0043859649353421605,0.004385965386722195,0.5520497222328815,0.004385965019342331,0.004385965095268733,0.004385965054043505,0.17716865209887653,0.004385965199062132,0.004385964979752982,0.20060618290692656,0.5797682226795191,0.6470527908109631,0.42971830293002306,0.0,0.9690849134377576,0.49347767417761185,obscene,0.4
81000,kris kross,live and die for hip hop,1992,hip hop,check check devote life rockin mics gettin crowd lift pant backwards cause want different keep crease timepiece bertolucci house honey sportin gucci cuttin coochie girlfriend luxury swim macadocious sexy setter trend know make dividends millions people jump jump jump jump choose nigga step delete undefeated thang body rest chest fill smoke yolkin niggas collar follow cause dollars makin sense common money diamonds endangerin species woman like gee remorse steady smokin plenty grass brat commence baddest baby roll smoke high see know live things slang breakin mics destroyin crew yacht party daddy world chill real field work consist thuggish niggas sayin pistol life wouldn trade nothin better wakin wanna sportin boogie leather autograph bubble bath fivestar hotels click super everybody gettin mail safety face powder chowder real nigga figure rhyme like coke smoke effect infrared scope smackin actin tough tinactin fall hood increase brain stack end seventeens benz burner thigh niggas tell goin turnin want feel thang inside body game like gotti hittin hook shots like vlade niggas little liberace lady lover like lethal weapon glover nothin foolass crew,178,0.026654362443476503,6.049607247489255E-4,0.12458762902710922,6.049606812286269E-4,6.049606904003636E-4,0.04101615856196347,0.021028639653291645,6.049607289142727E-4,0.6026969734484212,6.049606834297253E-4,6.04960714826753E-4,0.08787728954725396,6.049606938880316E-4,6.049607247343442E-4,6.049607520108821E-4,6.04960755741968E-4,0.7606411783818912,0.5990821218880599,0.19979839337188088,0.0,0.8134789777411376,0.5715581908063595,obscene,0.4
81002,diamond & the psychotic neurotics,what you seek,1992,hip hop,holy mackerel alright check grab commence shit papes pock cause dipshit flip script like brando game cali break pimp pushin bush mean fake funk morgue home slice play ceelo dice wear hoodie store cause goodies treat beat jeep nikes feet everybody gather pay like want flip shit strictly matter cause sense bluff cook like stave stuff stay ball steal yeah like know shit seek brotha know flow know cause play trick hunt point search beat call shoot gift hit like gotta cause like shit elevate like escalator hold head test later come shuttin shit like hell bullshit save decide pursue career hiphop happen people assume recline boom like gamble play horse know boss yeah know chubby envious friends wonder hell blow fast slow turtle chick girdle sittin eatin bogey video start sweatin oldies life need live trife smooth butter like call phife calm collect cool respect things hectic antiseptic real hiphop head like bacon slab chicken kentucky brothers pocket cause stunt wanna,162,5.783690217760999E-4,5.78369037789873E-4,0.057564587089454985,5.78369009996577E-4,0.036681077979396695,5.783690084525953E-4,5.78369031142797E-4,0.10157203087478893,0.6469504062337373,5.783690646287152E-4,0.07881555177414239,5.783690135972133E-4,5.783690284812288E-4,0.07089754859531272,5.783690226331538E-4,5.783690048486018E-4,0.7649734647460198,0.7035356254647078,0.08473803688557921,0.0,0.8114179719703214,0.7857790954031797,obscene,0.4
81003,diamond & the psychotic neurotics,step to me,1992,hip hop,everybody wait slip happen cause swift prop albuquerque like piece beef jerky yeah start deep sweep creep beef sweat cause vocals couldn pair bifocals soul gold role commercial worry cause easy feet grind lose edge homework jump ledge stop clock cause rap sloppy think pull like bandit brothers stand hell deal rhyme dope beat appeal vast majority yeah kick flavor waiver college straight comfort like sealy posturepedic sound profound beat baseball cause trick like hear rumor know true tell fuddy duddy think busy step word swing rhythm light turn green systems cause scene stand strong long sing song come everybody best keep secret title fit yeah steal quickness like grandpa quick grit comparison like command stand funk hiphop gonna shop dough like like start riffin jealousy motherfucker like smucker play like sucker cause flow best brothers twist lips suggest sleep cause fuck flinch cause leave stick knowledge inferior yeah record sell nigeria diggin crate like maniac song come reaction move head dope nuff say bring light leave dead stinkin like know knock motherfuckers picture selfesteem jeopardy step,177,4.6992483404639183E-4,0.18615267076256695,4.6992482930153503E-4,4.6992487018639173E-4,0.05355300075352515,4.6992483327417273E-4,4.699248577936136E-4,0.12485646360404104,0.36668195841482754,0.0725710328368846,4.6992483658402887E-4,0.03337422255750301,4.699248346812658E-4,0.061338689906369155,4.6992484274777205E-4,4.6992482375020697E-4,0.7465612476984729,0.7216111581160423,0.0688745671431397,3.4412955465587043E-6,0.6589035449299256,0.9299277414870214,obscene,0.4
81004,en vogue,hip hop lover,1992,hip hop,drop stop stop know comin free style club vogue country mile dope combat boot comin cutie pies know vogue cause jerkin dance stare laugh dance look pass dance thang night remember girlfriends break club minute step ask dance floor hittin strong know conversation little young leather combat sales wear clothe insideout mental funky step think cute hook come harder yeah head politely ask walk playng good minute blink eye sneak little kiss swing quick smack miss beat drop like drop stop stop baby drop stop stop,86,0.024722003982487094,8.628128051639492E-4,8.628128449241583E-4,8.628128073611371E-4,0.017781298970160717,0.028851040665449763,0.020711092030766966,0.062153363523357985,0.3298421673702495,8.628128024180865E-4,0.2146071867160037,0.11602764344775678,0.02725968089263613,8.6281282960677E-4,8.628128169841905E-4,0.03743677000237782,0.8786959818043973,0.7177140219983078,0.004958840320120804,1.7105263157894736E-4,0.38582028029678483,0.8628585797674561,obscene,0.4
81005,diamond & the psychotic neurotics,best kept secret,1992,hip hop,like waterloo tell gonna like flab possess gift shoot like jammy girls panties grammy maybe chill like pope mope cause know shit dope like columbian fish scale prop like better cause brothers girl say small wanna upside head feel intimidate things say cause pay know take rest lay like popcorn butter aaaayo stutter fall track wack fact black best keep secret yeah shut fuck peep raise rapper try diss crush motherfucker write rhyme produce shit yeah fuck nope beat flip flavor niggas wanna cool cause know skills demonstrate ahem dapper shake hand flam like stunt lose cunt grand slam bunt base load ninth step plate cause know shit great walk street beat gotta cheese couple know throw little somethin troop funky bassline hype loop thousand record crib hustle people nonstop prop like know pass yeah best keep secret deadlier myers style embrace like pair pliers sweat cause pedigree word official like piece tissue ruff rugged stronger bounty york city bronx county learn best rest fess gettin book fillmore locate village kill skillet cease cause sharp crease be grease dread instead want kick step pick reap reap best keep secret,189,4.741583721122897E-4,0.056335833943064746,4.7415839280757056E-4,4.7415837611605824E-4,0.03014130652784825,4.741584527251643E-4,4.7415837514559256E-4,0.17709857457044603,0.4785872856285764,4.741583816737951E-4,0.1468171642672883,4.741583870816575E-4,4.741584232040332E-4,0.06291184771864877,4.741584270277785E-4,4.741583941574439E-4,0.8711144806671721,0.6324385303694586,0.46285086631613087,0.0,0.9103462489694971,0.6746645140468851,obscene,0.4
81007,diamond & the psychotic neurotics,i went for mine,1992,hip hop,guess thousand scheme arrest guess cause young black intelligent relevant vision clear wear contact good lawyer short contract beat select highest scrutiny play mutiny cause destiny brothers testin hear best remember thing aiyo thing chicken wing yeah listen chitchat sweet kitkat beat jazzy crate need loop add flute come grab doublechecked loose end object song head movin good act sign album come say manm record waste time fact go go aiyo go go overcome hurdle like plan know break sweat move like xlax aiyo win breather cause acid lake placid like kangaroo jump gang show thang cause chump clock note cause rump grant grow project wear taylors chinese mock neck come long days go go past future better pass moët cream armaretto peace nice rest homies zulu nation foundation watchin lose space forget cause totally commit slammin joint prove point waste time word cause go know stop know cause drop go aiyo go sister house go showbiz lord finesse,159,5.482456469205726E-4,5.482456579324228E-4,0.16755737205483962,0.02696477957321059,0.01605384219880995,0.024090990455648748,5.482456582612909E-4,0.08845058856468958,0.39982917442698157,0.06460554405848315,0.0730443519757696,0.01567940002740182,5.482456693739085E-4,5.482456512620024E-4,5.482456349820789E-4,0.11878974578350433,0.6382540885952561,0.6775376253108735,0.013553226459062711,0.0,0.6990931574608409,0.7717646437005838,obscene,0.4
81008,lighter shade of brown,hip hop locos,1992,hip hop,locos bake like boston bean fartin vocals laxative shit pass like disapprove swing underground thing thing gotta come hard face switch ways versatile learn definition money sucka dissin scene hectic end start group today chart wrong prefer funk better real getter stand spotlight come bros throw locos hippity hippity locos hippity hippity locos song cause know go listen flow skills know tell check think flow rhyme excite write produce want respect cause static raise cause fight time begin get fist chin work pound pound hold come nothin come throwin like like spit game rush fill everybody gather round peep vocal know locos versatile learn definition switch ways versatile learn definition switch ways brothers help skills time deal intoxicate drink crew know fade years twelfth loco santa city give pride kick chill homies westside bear raise baby latin little latin friends think ways end stick cause flop swing thing rain like rain drop snap cause shop rock style hipper shade go friends foes close ughthe locos,165,0.02823184258901544,5.316321508588939E-4,0.1920195890782171,5.316321316321601E-4,5.316321239181311E-4,0.03290004580454385,5.316321468108399E-4,0.15831795257025486,0.4547708252319146,0.029398096550869352,0.061025125176197834,5.316321396151288E-4,0.016810828090791666,5.31632135144802E-4,5.316321372997855E-4,5.316321643378164E-4,0.8137116863424673,0.7078429864369407,0.12951719831044006,0.0,0.6248969497114591,0.7747677404939973,obscene,0.4
