artist_name,track_name,release_date,genre,value
molly hatchet,backstabber,1985,country,take ride snatch show feel come home tonight barren room note goodbye leave jag heart like heartbreak drip shirt backstabber backstabber pride slash mind carve deep take stab make sure memory felt tear look sore hardly stand heart beat palm hand backstabber backstabber yeah stop yeah leave blood drip blade backstabber backstabber backstabber backstabber backstabber backstabber backstabber backstabber backstabber backstabber backstabber backstabber backstabber
lone justice,don't toss us away,1985,country,know grow cold hearts turn stone break shame wanna toss away thoughtlessly right want stay darlin toss away think world build years toss away moment toss away right fight want stay darlin toss away askin understand friend hurt think toss away reason perfect know want stay darlin toss away darlin toss away
the oak ridge boys,"touch a hand, make a friend",1985,country,feel bone change come walk life people see light feel heart thing take shape reach touch hand friend reach touch hand friend reach touch hand friend read friends time come better join today feel heart thing take shape reach touch hand friend reach touch hand friend reach touch hand friend effective attitude people like reach touch hand friend feel heart thing take shape reach touch hand friend reach touch hand friend reach touch hand friend
joe walsh,15 years,1985,country,years roll years road turn guitar little years guitar play song know years young roll years good look crowd folks know years road years stand want book years luck spend roll booze drug bless roadies bless
hank williams,rockin' chair money,1985,country,rockin chair money hard hard fight battle start rockyeah baby rockrock line folks jealous care rockin chair money away cause rockyeah baby line rock away ocean rock baby step go rockin chair cause yeah baby line soon check baby rockin chair money better totin cause yeah baby line honky tonkin honky tonk night lollygag smooch right cause yeah baby line
hank williams,i wish i had a nickel,1985,country,tell little darlin tomorrow think hurt hurt instead years go watch tear fallin pretty cheek tear hide tear tear sorrow tear delight wish nickel tear shed night drop tell wish happiness forgive intrude like dear happiness follow years watch shed bitter tear tear fallin pretty cheek tear hide tear tear sorrow tear delight wish nickel tear shed night
dolly parton,once in a very blue moon,1985,country,letter mailbox today check okay miss know blue moon blue moon blue moon feel come soon need tell like friends help feet miss blue moon blue moon blue moon feel come soon blue moon shin remind blue moon shin shine like hurt get fall tell feel recall blue moon blue moon blue moon feel come soon
sawyer brown,smokin' in the rockies,1985,country,light hit stage everybody feet haggard jones sittin edge seat hollywood go sing smoke rockies rock smokies everybody love hear country sing smoke rockies rock smokies tennessee jammin night savannah diggin alabama colorado spring smoke rockies rock smokies everybody love hear country sing ridge boys chicago illinois climb wall folks boston hear wail songs denver hear word bout rockin gilley listen guitars ring smoke rockies rock smokies everybody love hear country sing smoke rockies rock smokies tennessee jammin night savannah diggin alabama colorado spring smoke rockies rock smokies everybody love hear country sing savannah diggin alabama colorado spring smoke rockies rock smokies everybody love hear country boys sing smoke rockies rock smokies everybody love hear country boys sing
willie nelson,black rose,1985,country,louisiana tall grow sugar can live simple dominicker different time fell lightly stand drizzle rain tremble hand bottle different devil time second time lord handle simple hand help leave black devil woman lord throw pattern away build speed tool need fool deep dirty darker shame cainraising different devil time second time lord handle simple hand help leave black devil time second time lord handle simple hand help leave black
willie nelson,send me the pillow you dream on,1985,country,send pillow dream know care send pillow dream darling dream night sleep lonely share dream true send pillow dream darling dream send pillow dream maybe time dream come true send pillow dream darling dream wait long write memory leave send pillow dream darlin dream
the bellamy brothers,feelin' the feelin',1985,country,start smile brush hair little close slow dance world spin take surprise hearts unbridle passion innocent start stun awhile know gonna gonna gonna dream come true feelin feelin shine steadily steelin wvery moment cause feelin feelin flyin wing feelin feelin feelin cloud roll break earth whisper darlin wake feelin lonely sleep mean deep feelin feelin shine steadily steelin wvery moment cause feelin feelin flyin wing feelin feelin feelin feelin feelin shine steadily steelin wvery moment cause feelin feelin flyin wing feelin feelin feelin
vince gill,she don't know,1985,country,memory morning baby walk away heart tear pour leave know heart break know dream lie know take know sleep gotta understand bind like know know
dan seals,your love,1985,country,wash rain dry battle round devil go finally think life real shin bring gonna gonna give open heart break know lose cold life leave get hard hold deep darkness hand hold light reach bring gonna gonna give open heart break know bring gonna gonna give open heart break know bring gonna gonna give open heart break know
hank williams,when god dips his love in my heart,1985,country,dip heart write soul message want know spirit divine fill sinful soul dip heart say wouldn tell live soul bring salvation couldn hide impart make laugh make set sinful soul dip heart walk step calvary rag give life completely bring better life lose sin take blood wash sin away say wouldn tell live soul bring salvation couldn hide impart make laugh make set sinful soul dip heart
johnny cash,here comes that rainbow again,1985,country,scene small roadside cafe waitress sweep floor truckdrivers drink coffee okiekids door candy ask reply lie daylight grow heavy thunder smell rain wind like human come rainbow truck driver call waitress kid go outside candy reply silence finish coffee nod goodbye call leave money reply
nanci griffith,lookin' for the time (workin' girl),1985,country,work corner hand cold midnight askin time know wastin tonight whoa look time workin girl waste money avenue time daylight sidewalk cold steel click heel days nights stay warm boys come play whoa look time workin girl waste money avenue time daylight snow light midnight snow plow roll limos know night lover treat right live wrong doin ninetynine wish money time limos slide whoa look time workin girl waste money avenue time daylight whoa look time workin girl waste money avenue time daylight
the knitters,the call of the wreckin' ball,1985,country,wake morning lookin kick go barnyard stomp chicks wreckin ball cause baddest bullet head stray break twice wear overalls boot pant fill lice wreckin ball cause baddest stomp stomp duck geese cornish hens fuck wreckin ball cause baddest roosters hens feather friends know time come stompin gonna tread wreckin ball everybody ask bastard wring neck stompin kill faster wreckin ball cause baddest fowl go foul count loafers look stomp right wreckin ball cause baddest life lead mighty pickins stompin chickens wreckin ball cause baddest roosters hens feather friends know time come stompin gonna tread wreckin ball night pluck feather shoe sing little chicken stompin blue wreckin ball cause baddest yeah wreckin ball
kenny rogers,love is what we make it,1985,country,girl come long long cost hard little giveandtake think hearts decide maybe work time stay away better real good time late change mind go fall time hold time
david allan coe,ain't worth the powder,1985,country,come hard fight wall right babe weve look come face truth powder blow hell silver eagle light blue eye diamonds cant warm night spotlight dream come true powder blow hell
alabama,tonight is christmas,1985,country,factories shut shop malls close busy streets fall snow small towns cities families gather cause night share look forward come cause tonight christmas tonight tonight celebrate tonight peace earth eternally tonight christmas world seas armies stare gun believe cause kill tonight shoot drop blood spill cease silent night peace goodwill cause tonight christmas tonight tonight celebrate tonight peace earth eternally tonight christmas world
sawyer brown,leona,1985,country,lean rest lean help mile lean help till strong lean till age truth time stumple pick sanctuary heaven shelter inside lovin arm lean rest lean help mile lean help till strong lean till run rain know wave welcome time ease pain lean rest lean help mile lean help till strong lean till lean rest lean help mile
keith whitley,quittin' time,1985,country,quitin time quittin time time disassemble assembly line lord punchin like hate punchin damma lama lama quittin time tire makin fool tellin break breakin spirit makin body ache great escape quitin time quittin time time disassemble assembly line lord punchin like hate punchin damma lama lama quittin time leave factory speed neon light gonna meet lady lounge tonight band cut loose know gonna hold tight want gonna alright quitin time quittin time time disassemble assembly line lord punchin like hate punchin damma lama lama quittin time
alabama,as right now,1985,country,lady dream high school beauty queen magic touch love right right actress screen lead lady scenes magic touch love right right right lover call phone magic touch right right right right right right right
willie nelson,i don't hurt anymore,1985,country,hurt anymore teardrops dry walk floor burn inside think time open door free hurt anymore want say true mind believe true forget care wonderful hurt anymore
vern gosdin,two lonely hearts (out of hand),1985,country,sittin come strollin hypnotize go walk heart begin pound special eye dancin sway music band laugh talk lose feel lonely hearts hand hand hard believe believe thing everybody look band go music linger sound like knock door dancin jukebox band girl hold lose feel lonely hearts hand lonely hearts hand hand
vern gosdin,it's only love again,1985,country,hear word hear whisper barroom floor see carve wooden doors dark hallways special word common hear like nerve see special look heart open book remember time take breath away see start chill coldest heart feel fall apart tell special see hear voice smile fall
conway twitty,green eyes (cryin' those blue tears),1985,country,easy lettin completely fightin jealously come losin wanna free promise wanna give green eye cryin blue tear wishin tear night green eye cryin blue tear cryin tear wrong losin long hold instead say free baby need trail tear lead arm green eye cryin blue tear wishin tear night green eye cryin blue tear cryin tear green eye cryin blue tear cryin tear
"hank williams, jr.",new orleans,1985,country,time walkin orleans walkin orleans gonna need pair shoe walkin blue orleans suitcase hand shame leavin today goin home stay walkin orleans walkin orleans till spend money cause walkin orleans time talkin walkin orleans home reason go walkin orleans walkin orleans walkin orleans walkin orleans
dolly parton,it's such a heartache,1985,country,time dial number answer like avoid unhappy end pretend light eventually stop heart break stop hand shake eye cry believe die stop rain fall answer call confuse heartache lose feel like tragic movie come dream night night have trouble sleep memory keep feel run mind stop heart break stop hand shake eye cry believe die stop rain fall answer call confuse heartache lose heartache know heartache tear take away dream want stop heart break stop hand shake eye cry believe die stop rain fall answer call confuse heartache stop heart break stop hand shake eye cry believe die stop rain fall answer call confuse heartache
hank williams,the devil's train,1985,country,devil train long black rid rail fear headin destruction drunken engineer greatness crowd wait track leavin devil train comin lord stop terrible train late teach head steal fate devil train land groan pain spend days sorrow ride devil train listen whistle scream like echo blue blood white spout steam doom lord stop terrible train late teach head steal fate devil train long black beautiful offer temptation give misery come ride glorious train happiness free heaven spend eternity lord stop terrible train late teach head steal fate
vern gosdin,i know the way to you by heart,1985,country,believe best leave shirt heart sleeve time leave leave home sleep cars sleep bar spell fast fall star dream come true leave home leave cold memory warm dark light come lose thing know know heart know feel real like palm hand steer wheel road come thank homeward bind cold memory warm dark light come lose thing know know heart know know know heart know know know heart know know know heart know heart
graham parker,break them down,1985,country,missionary position clear break convert savage panare break purge sin break whilst make fund trade jaguar skin break tribe mission lord break gonna vinyl spinal cord break jungle venezuela break check shirt radio barb wire break teach savage believe step closer world break break rewrite lord prayer break death work panare break nearby hang throat break fundamentalists start gloat break teach savage believe step closer world break break lose loin cloths gain ethnicide dress western clothe guide break
nick lowe,the rose of england,1985,country,take daddy bonegrip knife trade little wayward life faint heart fair hand say england high come clarion gain young come come muster gainst foreign hand raise england feckless boys weep wail say lord fail belly pick fall england know cold outside freeze night know hell loud mouth heart care damn damn know potato drop england
richard thompson,when the spell is broken,1985,country,spell break spell break gonna know spell break spell break go face welcome human race long flame remain curse fight like hear like speak spell break know know spell break know spell break magic ways scheme lie come tear dream spell break know spell break hand line straw wind time die starryeyed kiss tear farewell souvenirs token spell break swear heart start letter write push throat leave choke spell break spell spell spell break spell break spell break spell spell spell break spell break spell break know know know know know know know know know
greg brown,all the money's gone,1985,country,wasn darlin mountains knockin door pennies stack countin money go money go pack money go money go know like world largest bathtub hand deep pocket lint burn match couple ticket stub money go money go pack money go money walkin streets shoe clothe haircuts holler holler americans easily please wine loaf bread thousand dollars money go money go pack money go money money go money
the oak ridge boys,staying afloat,1985,country,saturday evenin black white dreamin color tellin things lookin bright soon skimmin water hear wind sail tonight payin dues luxury cruise paradise stayin afloat till ship come keepin head water stayin afloat till ship come holdin marry money marry dream inside getters swimmin stream life harder makin leap keepin alive neck bill outnumber check survive
todd rundgren,pretending to care,1985,country,today horse tomorrow albatross suspend finest thread breathe hear deep feel know know blind eye hide pretend care time wish fade away bring loud reason admit realize promise live come like cross start tear like fray gauze ashamed afraid help help blind eye hide pretend care time wish fade away bring care babe care care cause know time wish fade away bring
todd rundgren,johnee jingo,1985,country,trainee lie opportunity defend border life swear generation native bear johnee jingo johnee jingo lose battle general say couldn fight proud bitter pass favorite johnee jingo johnee jingo jingo fight jingo speak jingo fight jingo speak own land grip begin slip call johnee jingo johnee jingo throne pulpit politician create thirst power common taste blood pass bravery patriotism hide bigotry johnee jingo johnee jingo johnee jingo johnee jingo johnee jingo johnee jingo jingo speak jingo fight johnee jingo johnee jingo jingo speak jingo fight johnee jingo johnee jingo jingo speak
emmylou harris,k-s-o-s,1985,country,come gather round boys lend things think hear time shift gear reach final destination buy radio station thousand watts pure clear help twentyfour hours voice wilderness stay
emmylou harris,heart to heart,1985,country,heart heart hold hand hand storm life blind love vow bind heart heart hand hand stay forever till live sweet treasure time measure years stand world heart heart hand hand true word speak promise break
willie nelson,i let my mind wander,1985,country,mind wander keep right go trust minute worse child disobey conscience drive wild mind wander mind busy thoughts today invariably memories lure away lonely heart wonder come cause mind wander mind busy thoughts today invariably memories lure away lonely heart wonder come cause mind wander mind wander mind wander
conway twitty,except for you,1985,country,know feel dream come true world longer lonely mend piece heart break fill life happiness know bring rainbow color world solid blue nothin prettier rainbows want tell heart beat heart beat
vince gill,colder than winter,1985,country,colder winter right heart lord gonna miss tear apart couldn couldn colder winter close door colder winter freeze inside tear bitter die time set shed tear lonelier wish
johnny cash,you beat all i ever saw,1985,country,walk fortunes lose trail fail walk hole sole expect make track cross burn bridge walk sand lawless beat dream million eye smile try best turn rest scan sky away mould freeze gold heart thaw beat
vince gill,ain't it always that way,1985,country,take take fall wait heart take door stand like statue sort freeze presence shy want believe want need want rely want need take space time wanna sound like thief moment steal felt right take take fall wait heart want believe want need
john anderson,i wish i could write you a song,1985,country,wish write song play forever long haunt know hear pull road cause wrong wish write song wish write song play forever long haunt know
reba mcentire,today all over again,1985,country,woman tomorrow today look easy fall somebody go wrong stop love woman tomorrow today morning reach touch habit hold long start hurt like go woman tomorrow today today
hank williams,we live in two different worlds,1985,country,live different worlds dear apart world vow break build world heart try warn play game tell mean think worlds stay world poor heart pine darling someday memories wander come live different worlds dear world honest true sweetheart remember world get lonesome wait
nitty gritty dirt band,home again in my heart,1985,country,million lonely people try take lookin small live luck gonna leave look remember young leave slowly fall grind snow tree winter come home heart father work hard railroad track years give believe like come grow believe believe believe remember young leave slowly fall grind snow tree winter come home heart lightning warm summer night rain roof close eye hear laugh porch dark days know travel road lead start home heart home heart heart heart
joe walsh,dear john,1985,country,start write letter end song sorry news better dear start think different end exactly order protect innocent name change music music know promise forever forever long maybe someday write letter write song dear music things lie room spin round sincerely
lone justice,pass it on,1985,country,morning prepressed suit stately office desk dues honest hustle kid street know feel earth give beneath feet know feel earth give beneath feet land land father soil sand pass trust trust gold dust till battle pass pass pass bless virtue learn snatch minute stand fightin fool plant seed boast know need prove grow need prove seed grow land land father soil sand pass trust trust gold dust till battle pass pass pass gonna rule leave heritage gonna turn long alive stand pass long pass land land father soil sand pass trust trust gold dust till battle pass pass pass
nitty gritty dirt band,old upright piano,1985,country,long remember friday night come round family gather grandpa house supper dish best time come upright piano grandma play play beautiful dreamer wild irish play perfect note grandpa sing upright piano grandma play grandpa stubborn say style grandma call ornery say smile disguise felt strong eye play favorite song play beautiful dreamer wild irish play perfect note grandpa sing upright piano grandma play grandma die stay night grandpa cry piano time life hear grandpa play wasn beautiful dreamer wild irish song play memory miss note right morning come friend song play play beautiful dreamer wild irish play perfect note grandpa sing upright piano grandma play
the knitters,trail of time,1985,country,grind hand land stand play cake wack friends basement floor perfect backspin hiphop lock ball feet record drop watch shatter streets chatter teeth like scar speak week gum flap like couldn shut look crush pride shoulder year colder frostbitten soft writtens kitten snatch time snare snap reality cadence lap challenge stand calvary hold throne allow crew sayin want like people easily need pull gun sayin want like people easily need pull gun little soul little dash funk skill speakers pump little soul little dash funk skill speakers pump little room breathe stop tomfoolery lose sleeves bare arm rare form soon greatest emcee thousand lifetimes cause write rhyme fluently lose source veteran better leave trail ghost sever head coast coast brag boast embarrassment leave life cause dismantle arrogance felt club gun group friends grow hold hand clan work know blame stand pant different shock different sayin want like people easily need pull gun sayin want like people easily need pull gun little soul little dash funk skill speakers pump little soul little dash funk skill speakers pump
john anderson,till i get used to the pain,1985,country,days nights drink sleep cause dream like plan dark cloud hangin round watch rain till go away pain lose think time girl leave somebody beggin knees know comin tear vain till go away pain till teardrops drown hurt inside till count heartaches fall asleep night lie whisper till go away pain lie whisper till go away pain till go away pain
lone justice,"soap, soup and salvation",1985,country,illfated sort sleep doorways alleyways stumble corner heavenly music play take recreation dark defeat friend seek consolation bottle soap soup salvation tire hearts sing jubilation restoration rescue mission soap soup salvation brother randle long wind little loud pound pulpit sweat fly brow make sure catch slumber mournful motley crowd ones stay awake graciously endow soap soup salvation tire hearts sing jubilation restoration rescue mission soap soup salvation procter gamble campbell gospel watch brother randle wave bible bein drink hungry like cause fee preacher think hear choir sing favorite song familiar long lonely face glance surround sweet angelic voice rise roll call yonder roll call yonder roll call yonder roll call yonder soap soup salvation tire hearts sing jubilation restoration rescue mission soap soup salvation
marshall crenshaw,the distance between us,1985,country,ashtray heart right start punks feel like glass shrimp invalid supermen shrink pick girdle like ashtray heart right start punks somebody think open punks curtain wait porcupine fence pillow tout like motherfather figure somebody think send mother home navel punks pick like ashtray heart curtain wait like ashtray heart porcupine fence lover hang crush ashtray heart look curtain look window go like ashtray heart brush burn
hank williams,at the first fall of snow,1985,country,talk stranger garment sackled tattered tear tell story sorrow heart go heaven fall snow speak dear baby girl love footstep love curl go heaven year angels come fall snow hold caress gaze whisper baby wait know bring fall snow listen eye fill tear know happier years frail body tremble speak soft baby fall snow pat shoulder feel hide couldn know cry inside smile part cause know lose baby fall snow
keith whitley,i get the picture,1985,country,move waitin rain stop agent sign wonder forget guess goodbye hard look room share know couldn stay wonder leave right bedroom closet shelf fade yellow photos girl smile blaze texas year daddy die try warn come picture go away picture memory fade picture wasn tell forget laugh smile smilin fade photograph night lawyer house wonder bout drop guess prob place smile face hadn leave picture go away picture memory fade picture picture
the judds,working in the coal mine,1985,country,work coal go work coal oops slip clock morning go lord tire long cause little money haul coal saturday roll tire have lord tire long clock morning go lord tire long
hank williams,i can't get you off of my mind,1985,country,mind wastin time lord try try night long cry mind think leave guess twotimin kind think smart jump heart heart mind mind wastin time lord try try night long cry mind believe true blind fool star eye hide lie mind mind wastin time lord try try night long cry mind
george strait,you sure got this ol' redneck feelin' blue,1985,country,recall barroom brawl stitch take ease ache come lose think tough goodbye heal take forever woman sure redneck feel blue go inside go country boys hillbilly heart break yeah sure redneck feel blue see like know pain loneliness keep hang good time take blow quit time mend mind misery woman sure leave redneck feel blue
the judds,river roll on,1985,country,river roll wish like look heart break goodbye wish river roll river roll free wind blow feel pain roll flow tear songs blue wish river roll think feel learn world keep turnin go river roll roll endlessly arm wait wish wait wish river roll wish wait wish river roll wish river roll river roll river roll river roll
keith whitley,i've got the heart for you,1985,country,money things kind tender dreamin word silence sweet talk bein somethin come inside heart guarantee true look real thing heart power takin moon feet missin nights complete gonna steal prove cause come girl need good heart fool time right knockin door girl heart heart heart heart
george strait,lefty's gone,1985,country,jukebox introduce young money nickel try imitate song right go late break heart song sing play hear live right go play fair year cold october rain folks stay home sing catch chill home right go hear live right go like long right go
the judds,tears for you,1985,country,time think lonesome ownsome loan tear daybreak daybreak wonder know sleep sleep weep tear know night night long night midnight know star right last forever play game mistake make mistake kiss dream come true nice goodbye tear tear tear tear
david allan coe,don't cry darlin' (recitation by george jones),1985,country,past go forever come ocean steal step away tear lose rain know shine like star explode time pick piece wish time machine laugh breathe time machine live live long leave heal like pain know okay meet care break shine like star explode time memories leave wish time machine laugh breathe time machine live live long leave shine like star explode time burn break hearts matter pick piece life better wish time machine laugh breathe time machine live live long leave life better go go life better go go
dolly parton,real love,1985,country,matter trust begin simple faithless hearts cripple strong survive know fine line give give heart forget like felt life real infatuation real hearts celebration know real imitation real destination baby need life remember nights share fight think give dreamers make dream come true spend life hold tight real infatuation real hearts celebration know real imitation real destination baby need real real infatuation real hearts celebration know real imitation real destination baby need real infatuation real hearts celebration know real imitation real
reba mcentire,have i got a deal for you,1985,country,look like kind bargain kind like shop heart put market deal turn deal heart like brand cheap think steal deal search world like build lifetime guarantee time offer darling try go fall
dan fogelberg,sutter's mill,1985,country,spring fortyseven story tell sutter go site piece shin gold take city word like wildfire spread sutter soon come wish leave stone river come like herd locusts woman child lumber conestogas leave track land fail prosper kill thank lord deliverance curse sutter come york city come alabam dream find fortunes wild unsettle land fell prey hostile arrows try cross plain lose mountains hand freeze rein fail prosper kill thank lord deliverance curse sutter push california stop rest spring eighteensixty open railroad come land plow tame sutter go meet maker fail prosper kill thank lord deliverance curse sutter curse sutter thirst fill
nanci griffith,the last of the true believers,1985,country,say sound winter callin bend restless heart long lose friends think summertime heat texas wind slappin face dust tear roll true believers grow weary home againhome againhome true believers pack things home home againhome againhome say stay away forever cause long ghost love best bind long go fall believe pride heart hold cause wintertime pound door shelter cold true believers grow weary home againhome againhome true believers pack things home home againhome againhome wall stand mind space rest night true believers truth heart lend cause wintertime sure look cold comin bend true believers grow weary home againhome againhome true believers pack things home home againhome againhome home home home look like home home home home home home bring home home home
foster & allen,after all these years,1985,country,darling come easily rest awhile near soft light cold night warm heart pride have guide light aall years soft assure ways lean darkest days gooone hold near aall years time pass grow lifetime nearly go unfold nights dark cold warm hand feeble aimless time light shin aall years soft assure ways lean darkest days gooone hold near aall years aall years
the knitters,silver wings,1985,country,silver wing shin sunlight roar engines head flight take away leave lonely silver wing slowly fade sight leave cry airplane ride lock mind leave stand silver wing shin sunlight roar engines head flight take away leave lonely silver wing slowly fade sight slowly fade sight silver wing slowly fade sight slowly fade sight silver wing slowly fade sight slowly fade sight silver wing slowly fade sight
hank williams,the blues come around,1985,country,fool blue come go blue come blue come lawd blue come evenin go long doggone blue leave blue come go blue come blue come lawd blue come evenin go build castle high go say goodbye blue come go blue come blue come lawd blue come evenin go call go evenin sorrow bind cause blue come go blue come blue come lawd blue come evenin go
johnny cash,i'm leaving now,1985,country,hold like bust break away let like horseshoe heartache think go start need dance shoe lose shine go go leave leave outta face place leave adios leave yeah time come trim fee kitchen scrap seat baby bill come heart hard head cold sugar daddy money tree leave yeah leave space face leave leave pull collar travel coat sell miserable pleasure boat wouldn nickel live muscle gut luck anybody ask tell go wild area code number need leave leave face space leave adios leave
mel mcdaniel,dreamin' with you,1985,country,turnin page remember eighteen twentythree share hard time marry spring remember babe young wakin morning feelin deep inside makin dreamin hopin best come talkin tomorrow learnin fall reachin high rainbows believin catch lookin wonder road cause workin county save regret thing try reachin hopin wishin yeah wakin morning knowin deep inside makin dreamin lookin things talkin tomorrow learnin fall reachin high rainbows believin catch fact rainbows suppose matter wakin morning knowin deep inside makin dreamin lookin things
molly hatchet,stone in your heart,1985,country,end strangers explain kiss goobyenot final cold bone runnin vein stone heart stone heart like wall keepin apart stone stone heart recall want arm night forget passionno sweat pour tellin stone heart stone heart like wall keepin apart stone heart away hide inside believe happen gonna fool passin gonna fight right feelin leave pride protect want need weigh stone heart
roger miller,guv'ment,1985,country,dadgum government sorry damn hand pocket clothe dadgum dadgum dadgum government know dadgum government better attention sittin like fool convention dadgum dadgum dadgum government know soul sell nogood firestarters ought tear good perambulatory bone frame nail government wall bastards dagum government sorry rackafratchits itch want scratch dadgum dadgum dadgum government know soul sell nogood firestarters ought tear good perambulatory bone frame nail government wall bastards dadgum government sorry damn hand pocket clothe dadgum dadgum dadgum government know
david allan coe,southern man,1985,country,southern better cool head forget good book say southern change gonna come cross burn fast southern cotton black tall white mansions little shack southern hear scream whip crack long long hoooow long southern pelle hair golden see black comin round swear gonna hear scream whip crack long long hoooow long southern
the judds,if i were you,1985,country,think time leave want perfect lover fall remember miss tree mighty flame ember fall whisper sweet away look prove need fall
vince gill,if it weren't for him,1985,country,know think know head heart break weren time dream call learn live jealous heart face lonely place weren know think know head heart break weren weren
van zant,i'm a fighter,1985,country,hang garage chrome post fly patch jacket say sticker bumper say mess color hold dear heart stand fight stripe yeah proud supporter women risk live cause tell number color pledge allegiance nation eagle flyin high shoot fireworks fourth july bless people great land come freedom unite stand color hold dear heart stand fight stripe yeah proud supporter women risk live cause tell number color pause color color proud supporter women risk live cause tell number color better color
willie nelson,a fool such as i,1985,country,pardon sentimental goodbye angry go dream little dream years fool fool teach fool dear fool fool fool
hank williams,my sweet love ain't around,1985,country,listen rain afallin hear lonesome sound poor heart breakin cause sweet round lord think start ramble leave weary place lonely cause sweet train tonight leavin bind stay longer cause sweet
nanci griffith,more than a whisper,1985,country,wish speak fall smokey conversation come go read line winter wine sweet tongue tonight recall tender eye need whisper whisper take whisper weary fool whisper sayin whisper understand snowin northlands read warm word plain poets thinkin misread line lonely life reachin silver leavin heart need whisper whisper take whisper weary fool whisper sayin whisper understand drink winter wine home change mind whisper smokey bar night poets lonely woman inside fool heart line need whisper whisper take whisper weary fool whisper sayin whisper understand
